actionId,kind,postNum,sentenceId,sourceDisposition,sentenceStart,sentenceEnd,sentenceText,populationMembership,oldOccurrenceKeys,oldCategories,proposedPrimaryCategory,proposedSecondarySemantics,proposedReviewDispositions,recordsWithdrawn,withdrawReason,metadataTransferred,relationshipsPreserved,ruleCode,confidence,humanReviewRequired,beforeCountEffect,afterCountEffect,questionSideWasPartial
A-DQ-p2718-s004,DIRECTIVE_QUESTION_UNIFIED,2718,p2718-s004,q_authored,144,167,Define the word ‘plan’.,DIRECTIVE_QUESTION_220,2718|directives|144|167 2718|questions|144|167,directives@144..167[EXACT] questions@144..167[EXACT],directive,question,,,,2718|directives|144|167 2718|questions|144|167,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2787-s005,DIRECTIVE_QUESTION_UNIFIED,2787,p2787-s005,q_authored,556,576,Define 'Projection'.,DIRECTIVE_QUESTION_220,2787|directives|556|576 2787|questions|556|576,directives@556..576[EXACT] questions@556..576[EXACT],directive,question,,,,2787|directives|556|576 2787|questions|556|576,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2788-s017,DIRECTIVE_QUESTION_UNIFIED,2788,p2788-s017,q_authored,1024,1070,"Ask yourself, why are 'Liberals' always angry?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,2788|directives|1024|1070 2788|questions|1038|1070,directives@1024..1070[EXACT] questions@1038..1070[PARTIAL],question,directive,,2788|questions|1038|1070,directive-wrapped question: the embedded partial span is superseded by the complete sentence,2788|directives|1024|1070 2788|questions|1038|1070,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p2844-s011,DIRECTIVE_QUESTION_UNIFIED,2844,p2844-s011,q_authored,503,521,Define 'Renegade'.,DIRECTIVE_QUESTION_220,2844|directives|503|521 2844|questions|503|521,directives@503..521[EXACT] questions@503..521[EXACT],directive,question,,,,2844|directives|503|521 2844|questions|503|521,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2887-s000,DIRECTIVE_QUESTION_UNIFIED,2887,p2887-s000,q_authored,0,143,"Ask yourself a simple question, should a woman who travels to Syria to support and encourage 'JIHAD' against the 'West' deserve to live……………….?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,2887|directives|0|143 2887|questions|32|143,directives@0..143[EXACT] questions@32..143[PARTIAL],question,directive,,2887|questions|32|143,directive-wrapped question: the embedded partial span is superseded by the complete sentence,2887|directives|0|143 2887|questions|32|143,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p2887-s001,DIRECTIVE_QUESTION_UNIFIED,2887,p2887-s001,q_authored,145,349,"Ask yourself a simpler question, if brainwashed by ISIS terrorists (her husband and other close-proximity fighters), could this same woman be 'tasked' & 'trained' to carry out a TERRORIST ACT upon return?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,2887|directives|145|349 2887|questions|178|349,directives@145..349[EXACT] questions@178..349[PARTIAL],question,directive,,2887|questions|178|349,directive-wrapped question: the embedded partial span is superseded by the complete sentence,2887|directives|145|349 2887|questions|178|349,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p2893-s005,DIRECTIVE_QUESTION_UNIFIED,2893,p2893-s005,q_authored,142,155,Define 'Map'.,DIRECTIVE_QUESTION_220,2893|directives|142|155 2893|questions|142|155,directives@142..155[EXACT] questions@142..155[EXACT],directive,question,,,,2893|directives|142|155 2893|questions|142|155,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2937-s002,DIRECTIVE_QUESTION_UNIFIED,2937,p2937-s002,q_authored,96,117,Define 'game theory'.,DIRECTIVE_QUESTION_220,2937|directives|96|117 2937|questions|96|117,directives@96..117[EXACT] questions@96..117[EXACT],directive,question,,,,2937|directives|96|117 2937|questions|96|117,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2937-s004,DIRECTIVE_QUESTION_UNIFIED,2937,p2937-s004,q_authored,155,176,Define 'open source'.,DIRECTIVE_QUESTION_220,2937|directives|155|176 2937|questions|155|176,directives@155..176[EXACT] questions@155..176[EXACT],directive,question,,,,2937|directives|155|176 2937|questions|155|176,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2937-s005,DIRECTIVE_QUESTION_UNIFIED,2937,p2937-s005,q_authored,177,201,Define 'public purview'.,DIRECTIVE_QUESTION_220,2937|directives|177|201 2937|questions|177|201,directives@177..201[EXACT] questions@177..201[EXACT],directive,question,,,,2937|directives|177|201 2937|questions|177|201,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2937-s007,DIRECTIVE_QUESTION_UNIFIED,2937,p2937-s007,q_authored,254,285,Define 'plausible deniability'.,DIRECTIVE_QUESTION_220,2937|directives|254|285 2937|questions|254|285,directives@254..285[EXACT] questions@254..285[EXACT],directive,question,,,,2937|directives|254|285 2937|questions|254|285,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2937-s031,DIRECTIVE_QUESTION_UNIFIED,2937,p2937-s031,q_authored,1274,1293,Define 'stage set'.,DIRECTIVE_QUESTION_220,2937|directives|1274|1293 2937|questions|1274|1293,directives@1274..1293[EXACT] questions@1274..1293[EXACT],directive,question,,,,2937|directives|1274|1293 2937|questions|1274|1293,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2937-s038,DIRECTIVE_QUESTION_UNIFIED,2937,p2937-s038,q_authored,1596,1622,Define 'thesis' statement.,DIRECTIVE_QUESTION_220,2937|directives|1596|1622 2937|questions|1596|1622,directives@1596..1622[EXACT] questions@1596..1622[EXACT],directive,question,,,,2937|directives|1596|1622 2937|questions|1596|1622,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2958-s000,DIRECTIVE_QUESTION_UNIFIED,2958,p2958-s000,q_authored,10,31,Define 'backchannel'.,DIRECTIVE_QUESTION_220,2958|directives|10|31 2958|questions|10|31,directives@10..31[EXACT] questions@10..31[EXACT],directive,question,,,,2958|directives|10|31 2958|questions|10|31,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2971-s003,DIRECTIVE_QUESTION_UNIFIED,2971,p2971-s003,q_authored,117,135,Define 'evidence'.,DIRECTIVE_QUESTION_220,2971|directives|117|135 2971|questions|117|135,directives@117..135[EXACT] questions@117..135[EXACT],directive,question,,,,2971|directives|117|135 2971|questions|117|135,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2971-s015,DIRECTIVE_QUESTION_UNIFIED,2971,p2971-s015,q_authored,847,869,Define 'brainwashing'.,DIRECTIVE_QUESTION_220,2971|directives|847|869 2971|questions|847|869,directives@847..869[EXACT] questions@847..869[EXACT],directive,question,,,,2971|directives|847|869 2971|questions|847|869,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2988-s001,DIRECTIVE_QUESTION_UNIFIED,2988,p2988-s001,q_authored,56,81,Define 'Lifelog' [DARPA].,DIRECTIVE_QUESTION_220,2988|directives|56|81 2988|questions|56|81,directives@56..81[EXACT] questions@56..81[EXACT],directive,question,,,,2988|directives|56|81 2988|questions|56|81,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2988-s004,DIRECTIVE_QUESTION_UNIFIED,2988,p2988-s004,q_authored,639,651,Define 'FB'.,DIRECTIVE_QUESTION_220,2988|directives|639|651 2988|questions|639|651,directives@639..651[EXACT] questions@639..651[EXACT],directive,question,,,,2988|directives|639|651 2988|questions|639|651,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2989-s012,DIRECTIVE_QUESTION_UNIFIED,2989,p2989-s012,q_authored,665,687,Define 'Black Budget'.,DIRECTIVE_QUESTION_220,2989|directives|665|687 2989|questions|665|687,directives@665..687[EXACT] questions@665..687[EXACT],directive,question,,,,2989|directives|665|687 2989|questions|665|687,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p2993-s006,DIRECTIVE_QUESTION_UNIFIED,2993,p2993-s006,q_authored,326,510,"ASK YOURSELF A VERY SIMPLE QUESTION, WOULD YOU RELEASE (GO LIVE) TO THE PUBLIC ACROSS THE MEDIA ALL HIGHLY CLASSIFIED MATERIAL (NSA) ……………PRIOR TO…………..GETTING TO YOUR END DESTINATION?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,2993|directives|326|510 2993|questions|363|510,directives@326..510[EXACT] questions@363..510[PARTIAL],question,directive,,2993|questions|363|510,directive-wrapped question: the embedded partial span is superseded by the complete sentence,2993|directives|326|510 2993|questions|363|510,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p3007-s001,DIRECTIVE_QUESTION_UNIFIED,3007,p3007-s001,q_authored,60,80,Define 'Protection'.,DIRECTIVE_QUESTION_220,3007|directives|60|80 3007|questions|60|80,directives@60..80[EXACT] questions@60..80[EXACT],directive,question,,,,3007|directives|60|80 3007|questions|60|80,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3020-s009,DIRECTIVE_QUESTION_UNIFIED,3020,p3020-s009,q_authored,332,360,Define 'Surveillance state'.,DIRECTIVE_QUESTION_220,3020|directives|332|360 3020|questions|332|360,directives@332..360[EXACT] questions@332..360[EXACT],directive,question,,,,3020|directives|332|360 3020|questions|332|360,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3022-s007,DIRECTIVE_QUESTION_UNIFIED,3022,p3022-s007,q_authored,312,327,Define 'Spook'.,DIRECTIVE_QUESTION_220,3022|directives|312|327 3022|questions|312|327,directives@312..327[EXACT] questions@312..327[EXACT],directive,question,,,,3022|directives|312|327 3022|questions|312|327,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3022-s008,DIRECTIVE_QUESTION_UNIFIED,3022,p3022-s008,q_authored,328,344,Define 'Shadow'.,DIRECTIVE_QUESTION_220,3022|directives|328|344 3022|questions|328|344,directives@328..344[EXACT] questions@328..344[EXACT],directive,question,,,,3022|directives|328|344 3022|questions|328|344,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0311-s002,DIRECTIVE_QUESTION_UNIFIED,311,p0311-s002,q_authored,45,52,Define.,DIRECTIVE_QUESTION_220,311|directives|45|52 311|questions|45|52,directives@45..52[EXACT] questions@45..52[EXACT],directive,question,,,,311|directives|45|52 311|questions|45|52,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3307-s001,DIRECTIVE_QUESTION_UNIFIED,3307,p3307-s001,q_authored,87,107,Define ‘deflection’.,DIRECTIVE_QUESTION_220,3307|directives|87|107 3307|questions|87|107,directives@87..107[EXACT] questions@87..107[EXACT],directive,question,,,,3307|directives|87|107 3307|questions|87|107,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3309-s001,DIRECTIVE_QUESTION_UNIFIED,3309,p3309-s001,q_authored,76,90,Define ‘Bait’.,DIRECTIVE_QUESTION_220,3309|directives|76|90 3309|questions|76|90,directives@76..90[EXACT] questions@76..90[EXACT],directive,question,,,,3309|directives|76|90 3309|questions|76|90,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3325-s001,DIRECTIVE_QUESTION_UNIFIED,3325,p3325-s001,q_authored,94,112,Define 'Renegade'.,DIRECTIVE_QUESTION_220,3325|directives|94|112 3325|questions|94|112,directives@94..112[EXACT] questions@94..112[EXACT],directive,question,,,,3325|directives|94|112 3325|questions|94|112,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3399-s002,DIRECTIVE_QUESTION_UNIFIED,3399,p3399-s002,q_authored,88,117,"Ask yourself, is this normal?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,3399|directives|88|117 3399|questions|102|117,directives@88..117[EXACT] questions@102..117[PARTIAL],question,directive,,3399|questions|102|117,directive-wrapped question: the embedded partial span is superseded by the complete sentence,3399|directives|88|117 3399|questions|102|117,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p3436-s001,DIRECTIVE_QUESTION_UNIFIED,3436,p3436-s001,q_authored,53,73,Define 'Projection'.,DIRECTIVE_QUESTION_220,3436|directives|53|73 3436|questions|53|73,directives@53..73[EXACT] questions@53..73[EXACT],directive,question,,,,3436|directives|53|73 3436|questions|53|73,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3459-s002,DIRECTIVE_QUESTION_UNIFIED,3459,p3459-s002,q_authored,137,172,Ask yourself a very simple Q - why?,DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,3459|directives|137|172 3459|questions|168|172,directives@137..172[EXACT] questions@168..172[PARTIAL],question,directive,,3459|questions|168|172,directive-wrapped question: the embedded partial span is superseded by the complete sentence,3459|directives|137|172 3459|questions|168|172,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p3501-s008,DIRECTIVE_QUESTION_UNIFIED,3501,p3501-s008,q_authored,635,655,Define 'False Flag'.,DIRECTIVE_QUESTION_220,3501|directives|635|655 3501|questions|635|655,directives@635..655[EXACT] questions@635..655[EXACT],directive,question,,,,3501|directives|635|655 3501|questions|635|655,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3540-s002,DIRECTIVE_QUESTION_UNIFIED,3540,p3540-s002,q_authored,77,107,Ask yourself a simple Q - why?,DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,3540|directives|77|107 3540|questions|103|107,directives@77..107[EXACT] questions@103..107[PARTIAL],question,directive,,3540|questions|103|107,directive-wrapped question: the embedded partial span is superseded by the complete sentence,3540|directives|77|107 3540|questions|103|107,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p3582-s002,DIRECTIVE_QUESTION_UNIFIED,3582,p3582-s002,q_authored,83,101,"Ask yourself, why?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,3582|directives|83|101 3582|questions|97|101,directives@83..101[EXACT] questions@97..101[PARTIAL],question,directive,,3582|questions|97|101,directive-wrapped question: the embedded partial span is superseded by the complete sentence,3582|directives|83|101 3582|questions|97|101,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p3586-s006,DIRECTIVE_QUESTION_UNIFIED,3586,p3586-s006,q_authored,182,213,Define ‘black op’ [clandestine],DIRECTIVE_QUESTION_220,3586|directives|182|213 3586|questions|182|213,directives@182..213[EXACT] questions@182..213[EXACT],directive,question,,,,3586|directives|182|213 3586|questions|182|213,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3588-s009,DIRECTIVE_QUESTION_UNIFIED,3588,p3588-s009,q_authored,359,520,"Ask yourself a very basic question – would the FAKE NEWS complex [NYT, WASHPOST, NBC, ABC, BBC, ………………………………………………………….] attack us if we weren’t a ‘real’ threat?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,3588|directives|359|520 3588|questions|396|520,directives@359..520[EXACT] questions@396..520[PARTIAL],question,directive,,3588|questions|396|520,directive-wrapped question: the embedded partial span is superseded by the complete sentence,3588|directives|359|520 3588|questions|396|520,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p3588-s010,DIRECTIVE_QUESTION_UNIFIED,3588,p3588-s010,q_authored,521,622,Ask yourself a very basic question – why is the ‘forum’ where [drops] are made under constant attack?,DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,3588|directives|521|622 3588|questions|558|622,directives@521..622[EXACT] questions@558..622[PARTIAL],question,directive,,3588|questions|558|622,directive-wrapped question: the embedded partial span is superseded by the complete sentence,3588|directives|521|622 3588|questions|558|622,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p3607-s003,DIRECTIVE_QUESTION_UNIFIED,3607,p3607-s003,q_authored,303,323,Define 'Projection'.,DIRECTIVE_QUESTION_220,3607|directives|303|323 3607|questions|303|323,directives@303..323[EXACT] questions@303..323[EXACT],directive,question,,,,3607|directives|303|323 3607|questions|303|323,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3661-s000,DIRECTIVE_QUESTION_UNIFIED,3661,p3661-s000,q_authored,0,41,"Ask yourself a very simple question, why?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,3661|directives|0|41 3661|questions|37|41,directives@0..41[EXACT] questions@37..41[PARTIAL],question,directive,,3661|questions|37|41,directive-wrapped question: the embedded partial span is superseded by the complete sentence,3661|directives|0|41 3661|questions|37|41,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p3836-s007,DIRECTIVE_QUESTION_UNIFIED,3836,p3836-s007,q_authored,446,464,Define projection.,DIRECTIVE_QUESTION_220,3836|directives|446|464 3836|questions|446|464,directives@446..464[EXACT] questions@446..464[EXACT],directive,question,,,,3836|directives|446|464 3836|questions|446|464,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3856-s002,DIRECTIVE_QUESTION_UNIFIED,3856,p3856-s002,q_authored,43,84,Define Renegade [Hussein USSS code name].,DIRECTIVE_QUESTION_220,3856|directives|43|84 3856|questions|43|84,directives@43..84[EXACT] questions@43..84[EXACT],directive,question,,,,3856|directives|43|84 3856|questions|43|84,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3856-s004,DIRECTIVE_QUESTION_UNIFIED,3856,p3856-s004,q_authored,106,143,Define Evergreen [HRC USSS code name],DIRECTIVE_QUESTION_220,3856|directives|106|143 3856|questions|106|143,directives@106..143[EXACT] questions@106..143[EXACT],directive,question,,,,3856|directives|106|143 3856|questions|106|143,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3857-s002,DIRECTIVE_QUESTION_UNIFIED,3857,p3857-s002,q_authored,115,153,Ask yourself a simple question —– why?,DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,3857|directives|115|153 3857|questions|149|153,directives@115..153[EXACT] questions@149..153[PARTIAL],question,directive,,3857|questions|149|153,directive-wrapped question: the embedded partial span is superseded by the complete sentence,3857|directives|115|153 3857|questions|149|153,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p3869-s002,DIRECTIVE_QUESTION_UNIFIED,3869,p3869-s002,q_authored,140,164,Define 'superdelegates'.,DIRECTIVE_QUESTION_220,3869|directives|140|164 3869|questions|140|164,directives@140..164[EXACT] questions@140..164[EXACT],directive,question,,,,3869|directives|140|164 3869|questions|140|164,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0388-s000,DIRECTIVE_QUESTION_UNIFIED,388,p0388-s000,q_authored,0,18,Define CORRUPTION.,DIRECTIVE_QUESTION_220,388|directives|0|18 388|questions|0|18,directives@0..18[EXACT] questions@0..18[EXACT],directive,question,,,,388|directives|0|18 388|questions|0|18,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3881-s002,DIRECTIVE_QUESTION_UNIFIED,3881,p3881-s002,q_authored,76,118,Think: re: why [no] arrests (justice) yet?,DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,3881|directives|76|118 3881|questions|87|118,directives@76..118[EXACT] questions@87..118[PARTIAL],question,directive,,3881|questions|87|118,directive-wrapped question: the embedded partial span is superseded by the complete sentence,3881|directives|76|118 3881|questions|87|118,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p3911-s003,DIRECTIVE_QUESTION_UNIFIED,3911,p3911-s003,q_authored,192,210,Define propaganda.,DIRECTIVE_QUESTION_220,3911|directives|192|210 3911|questions|192|210,directives@192..210[EXACT] questions@192..210[EXACT],directive,question,,,,3911|directives|192|210 3911|questions|192|210,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p3920-s002,DIRECTIVE_QUESTION_UNIFIED,3920,p3920-s002,q_authored,132,149,Define 'Traitor'.,DIRECTIVE_QUESTION_220,3920|directives|132|149 3920|questions|132|149,directives@132..149[EXACT] questions@132..149[EXACT],directive,question,,,,3920|directives|132|149 3920|questions|132|149,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4014-s023,DIRECTIVE_QUESTION_UNIFIED,4014,p4014-s023,q_authored,1382,1402,Define 'insurgency'.,DIRECTIVE_QUESTION_220,4014|directives|1382|1402 4014|questions|1382|1402,directives@1382..1402[EXACT] questions@1382..1402[EXACT],directive,question,,,,4014|directives|1382|1402 4014|questions|1382|1402,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4097-s003,DIRECTIVE_QUESTION_UNIFIED,4097,p4097-s003,q_authored,252,270,"Ask yourself, why?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,4097|directives|252|270 4097|questions|266|270,directives@252..270[EXACT] questions@266..270[PARTIAL],question,directive,,4097|questions|266|270,directive-wrapped question: the embedded partial span is superseded by the complete sentence,4097|directives|252|270 4097|questions|266|270,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p4098-s001,DIRECTIVE_QUESTION_UNIFIED,4098,p4098-s001,q_authored,61,79,Define 'Renegade'.,DIRECTIVE_QUESTION_220,4098|directives|61|79 4098|questions|61|79,directives@61..79[EXACT] questions@61..79[EXACT],directive,question,,,,4098|directives|61|79 4098|questions|61|79,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4123-s004,DIRECTIVE_QUESTION_UNIFIED,4123,p4123-s004,q_authored,225,246,Define 'backchannel'.,DIRECTIVE_QUESTION_220,4123|directives|225|246 4123|questions|225|246,directives@225..246[EXACT] questions@225..246[EXACT],directive,question,,,,4123|directives|225|246 4123|questions|225|246,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4164-s009,DIRECTIVE_QUESTION_UNIFIED,4164,p4164-s009,q_authored,435,462,Define 'Shadow Government'.,DIRECTIVE_QUESTION_220,4164|directives|435|462 4164|questions|435|462,directives@435..462[EXACT] questions@435..462[EXACT],directive,question,,,,4164|directives|435|462 4164|questions|435|462,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0425-s000,DIRECTIVE_QUESTION_UNIFIED,425,p0425-s000,q_authored,9,25,Define Shutdown.,DIRECTIVE_QUESTION_220,425|directives|9|25 425|questions|9|25,directives@9..25[EXACT] questions@9..25[EXACT],directive,question,,,,425|directives|9|25 425|questions|9|25,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0426-s004,DIRECTIVE_QUESTION_UNIFIED,426,p0426-s004,q_authored,187,202,Define hostage.,DIRECTIVE_QUESTION_220,426|directives|187|202 426|questions|187|202,directives@187..202[EXACT] questions@187..202[EXACT],directive,question,,,,426|directives|187|202 426|questions|187|202,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4337-s010,DIRECTIVE_QUESTION_UNIFIED,4337,p4337-s010,q_authored,592,717,Ask yourself a very simple question - was it known [common sense and [early] medical reports] elderly community most at risk?,DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,4337|directives|592|717 4337|questions|630|717,directives@592..717[EXACT] questions@630..717[PARTIAL],question,directive,,4337|questions|630|717,directive-wrapped question: the embedded partial span is superseded by the complete sentence,4337|directives|592|717 4337|questions|630|717,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p4352-s014,DIRECTIVE_QUESTION_UNIFIED,4352,p4352-s014,q_authored,1687,1726,Define 'stand down' [safe haven] order.,DIRECTIVE_QUESTION_220,4352|directives|1687|1726 4352|questions|1687|1726,directives@1687..1726[EXACT] questions@1687..1726[EXACT],directive,question,,,,4352|directives|1687|1726 4352|questions|1687|1726,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4352-s015,DIRECTIVE_QUESTION_UNIFIED,4352,p4352-s015,q_authored,1727,1752,Define 'organized' group.,DIRECTIVE_QUESTION_220,4352|directives|1727|1752 4352|questions|1727|1752,directives@1727..1752[EXACT] questions@1727..1752[EXACT],directive,question,,,,4352|directives|1727|1752 4352|questions|1727|1752,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
