post,index,fullSentence,directivePhrase,religiousSegment,qAuthored,sourceType,currentClassification,proposedClassification,religious,ruling,reason
"2642","0","Research for yourself.","Research for yourself.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2643","0","Re_read Re: [MUELLER] designed to….","Re_read Re: [MUELLER] designed to….","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2645","0","Ask yourself, why?","Ask yourself, why?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2646","0","MAKE THE PEOPLE FIGHT THEMSELVES VS ORIGINAL TARGETS (OLD GUARD).","MAKE THE PEOPLE FIGHT THEMSELVES VS ORIGINAL TARGETS (OLD GUARD).","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2646","1","RECONCILE.","RECONCILE.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2647","0","Follow the watch.","Follow the watch.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"265","0","Update the list.","Update the list.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"265","1","Watch the news.","Watch the news.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2651","0","Listen again, carefully.","Listen again, carefully.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2653","0","Remember [her] history.","Remember [her] history.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2659","0","Get in line.","Get in line.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2660","0","Read the warning label.","Read the warning label.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2661","0","Regular service appointments should be made in order to maintain functionality.","Regular service appointments should be made in order to maintain functionality.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2664","0","Compare & Contrast.","Compare & Contrast.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2664","1","Think Drop Yesterday.","Think Drop Yesterday.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2666","0","Imagine that.","Imagine that.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2671","0","Enjoy the show.","Enjoy the show.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2676","0","Re_read Mueller re: 'designed to' drops.","Re_read Mueller re: 'designed to' drops.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2676","1","Re_read drops re: 'Scaramucci' model.","Re_read drops re: 'Scaramucci' model.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2676","2","Do not mistake 'public' silence for inaction.","Do not mistake 'public' silence for inaction.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2677","0","It's time to return publicly.","It's time to return publicly.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2678","0","Ask yourself, why?","Ask yourself, why?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2680","0","Read between the lines.","Read between the lines.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2682","0","Define 'Projection'.","Define 'Projection'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2682","1","Think FBI/DOJ 'exit' list.","Think FBI/DOJ 'exit' list.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2682","2","See above re: Control.","See above re: Control.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2683","0","Deploy scare tactics & political cross-talk","Deploy scare tactics & political cross-talk","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2683","1","Think for yourself.","Think for yourself.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2683","2","Research for yourself.","Research for yourself.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2683","3","Trust yourself.","Trust yourself.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2683","4","Control volume.","Control volume.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2686","0","See past drops re: [PP] re: Congressional report (WARNING: GRAPHIC)","See past drops re: [PP] re: Congressional report (WARNING: GRAPHIC)","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2686","1","Ask yourself a very simple question:","Ask yourself a very simple question:","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2689","0","Find the connection.","Find the connection.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2691","0","Ask yourself, why?","Ask yourself, why?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2692","0","Re_read drops re: FBI 'Midyear' OIG ……. & review graphics.","Re_read drops re: FBI 'Midyear' OIG ……. & review graphics.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2693","0","Let's actually use 'FACTS':","Let's actually use 'FACTS':","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"270","0","Apply the Keystone.","Apply the Keystone.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"270","1","Paint the picture.","Paint the picture.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2707","0","Track 7B-DS","Track 7B-DS","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2709","0","Scan P-P100z","Scan P-P100z","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2709","1","Pull all views +/- [10]","Pull all views +/- [10]","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2710","0","Stop track.","Stop track.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2710","1","Register all data pulls to location.","Register all data pulls to location.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2712","0","Think NAT SEC laws.","Think NAT SEC laws.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2715","0","Use caution - high follower count targeting to direct 'deep in narrative' mob as method to remove.","Use caution - high follower count targeting to direct 'deep in narrative' mob as method to remove.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2718","0","Define the word 'plan'.","Define the word 'plan'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2726","0","See something > Say something.","See something > Say something.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2726","1","Be alert next 10 days.","Be alert next 10 days.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2731","0","Think McCabe [#2] interview re: meeting re: 25th amendment","Think McCabe [#2] interview re: meeting re: 25th amendment","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2731","1","Think [RR] wear a wire re: attempt to entrap re: 25th….","Think [RR] wear a wire re: attempt to entrap re: 25th….","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2731","2","Note 'Border Open' context same drop.","Note 'Border Open' context same drop.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2735","0","Be prepared for more FAKE NEWS disinfo claiming we stated 'death'.","Be prepared for more FAKE NEWS disinfo claiming we stated 'death'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2735","1","Read carefully.","Read carefully.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2737","0","Be careful who you follow.","Be careful who you follow.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"274","0","Be prepared for what you find.","Be prepared for what you find.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2745","0","Buckle up!","Buckle up!","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2749","0","Trust your President!","Trust your President!","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2754","0","Compare v.","Compare v.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2757","0","Swap 'we' for 'you'.","Swap 'we' for 'you'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2762","0","Think about why separated both maps (2 posts) instead of placing both in the orig.","Think about why separated both maps (2 posts) instead of placing both in the orig.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"277","0","Add to list.","Add to list.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2771","0","Think about now.","Think about now.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2772","0","Expect 'attacks' to dramatically intensify across all platforms.","Expect 'attacks' to dramatically intensify across all platforms.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2777","0","Disregard any misspelling.","Disregard any misspelling.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2785","0","Read between the lines re: MSM 'LEFT'….","Read between the lines re: MSM 'LEFT'….","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2785","1","Research for yourself.","Research for yourself.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2785","2","Trust yourself.","Trust yourself.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2786","0","Stop and understand the GRAVITY of acknowledgement.","Stop and understand the GRAVITY of acknowledgement.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2787","0","Define 'Projection'.","Define 'Projection'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2788","0","Think logically.","Think logically.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2788","1","Ask yourself, why are 'Liberals' always angry?","Ask yourself, why are 'Liberals' always angry?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2788","2","TRUST YOURSELF.","TRUST YOURSELF.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2788","3","TRUST THAT YOU ARE NOT ALONE.","TRUST THAT YOU ARE NOT ALONE.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2788","4","TRUST THAT THERE ARE GOOD PEOPLE RIGHT BESIDE YOU FIGHTING FOR WHAT WE KNOW TO BE RIGHT.","TRUST THAT THERE ARE GOOD PEOPLE RIGHT BESIDE YOU FIGHTING FOR WHAT WE KNOW TO BE RIGHT.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2788","5","GOD BLESS YOU ALL.","GOD BLESS YOU ALL.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_BLESSING_OR_VALEDICTION","A blessing, greeting or closing — it instructs no one."
"2793","0","Think Emergency Alert System.","Think Emergency Alert System.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2793","1","Think WH controlled *new* RT 'news' website","Think WH controlled *new* RT 'news' website","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2793","2","Think WH controlled *new* video stream platform","Think WH controlled *new* video stream platform","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2793","3","Think Here.","Think Here.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"28","0","Picture being painted.","Picture being painted.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"280","0","Watch the news.","Watch the news.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2801","0","Pick a Network – Any Network.","Pick a Network – Any Network.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2801","1","Search 'Qanon' https://www.nbcnews.com/pages/search/?q=qanon https://abcnews.go.com/search?searchtext=qanon","Search 'Qanon' https://www.nbcnews.com/pages/search/?q=qanon https://abcnews.go.com/search?searchtext=qanon","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"2801","2","Reconcile.","Reconcile.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2801","3","Search 'Qanon'","Search 'Qanon'","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2802","0","Think calendar.","Think calendar.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2803","0","Look for 'Placeholder' updates @ /PatriotsFight","Look for 'Placeholder' updates @ /PatriotsFight","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2807","0","GOD BLESS THE UNITED STATES OF AMERICA.","GOD BLESS THE UNITED STATES OF AMERICA.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_BLESSING_OR_VALEDICTION","A blessing, greeting or closing — it instructs no one."
"2807","1","WE MUST RISE.","WE MUST RISE.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2807","2","WE MUST FIGHT.","WE MUST FIGHT.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"281","0","Never forget that.","Never forget that.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2810","0","Start from beginning.","Start from beginning.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2816","0","Do not let personal (emotional) desires (""do it now""""now""""what is taking so long""""NOW!"") take over.","Do not let personal (emotional) desires (""do it now""""now""""what is taking so long""""NOW!"") take over.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2816","1","Define the following:","Define the following:","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2816","2","WE MUST STAND TOGETHER IN THIS FIGHT.","WE MUST STAND TOGETHER IN THIS FIGHT.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2819","0","Review time.","Review time.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2820","0","Review time.","Review time.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"283","0","Expand your thinking.","Expand your thinking.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"284","0","Follow the news.","Follow the news.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2844","0","Define 'Renegade'.","Define 'Renegade'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2846","0","Be ready for the 'Q', Anon(s).","Be ready for the 'Q', Anon(s).","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2846","1","Eyes on increasing +each day.","Eyes on increasing +each day.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2846","2","Handle w/ care.","Handle w/ care.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2849","0","Reconcile.","Reconcile.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2856","0","Watch the news.","Watch the news.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2856","1","DO NOT TRUST THE FAKE NEWS MEDIA.","DO NOT TRUST THE FAKE NEWS MEDIA.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2857","0","God bless each and every one of you.","God bless each and every one of you.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_BLESSING_OR_VALEDICTION","A blessing, greeting or closing — it instructs no one."
"286","0","Strike package Bravo-dT450-1","Strike package Bravo-dT450-1","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2861","0","Enjoy the show!","Enjoy the show!","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2866","0","Enjoy the show!","Enjoy the show!","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2877","0","Disregard all spelling/other errors.","Disregard all spelling/other errors.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2878","0","Link embedded in article.","Link embedded in article.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2887","0","Ask yourself a simple question, should a woman who travels to Syria to support and encourage 'JIHAD' against the 'West' deserve to live……………….?","Ask yourself a simple question, should a woman who travels to Syria to support and encourage 'JIHAD' against the 'West' deserve to live……………….?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2887","1","Ask yourself a simpler question, if brainwashed by ISIS terrorists (her husband and other close-proximity fighters), could this same woman be 'tasked' & 'trained' to carry out a TERRORIST ACT upon return?","Ask yourself a simpler question, if brainwashed by ISIS terrorists (her husband and other close-proximity fighters), could this same woman be 'tasked' & 'trained' to carry out a TERRORIST ACT upon return?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"289","0","Godspeed.","Godspeed.","","true","q_post_body","Q Directive","Removed from Q Directives","false","REMOVE_BLESSING_OR_VALEDICTION","A blessing, greeting or closing — it instructs no one."
"2893","0","Think context.","Think context.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2893","1","Think bigger picture.","Think bigger picture.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2893","2","Think connections.","Think connections.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2893","3","Define 'Map'.","Define 'Map'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2897","0","Watch the news.","Watch the news.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2904","0","Put on the full armor of God, so that you can take your stand against the devil's schemes.","Put on the full armor of God, so that you can take your stand against the devil's schemes.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_QUOTED_SCRIPTURE","Grammatically imperative, but the imperative belongs to quoted Bible text, not to Q."
"2904","1","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","","true","q_post_body","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_SCRIPTURE","Grammatically imperative, but the imperative belongs to quoted Bible text, not to Q."
"2904","2","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_QUOTED_SCRIPTURE","Grammatically imperative, but the imperative belongs to quoted Bible text, not to Q."
"2919","0","Stay in the LIGHT.","Stay in the LIGHT.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2927","0","Think pre_nominee.","Think pre_nominee.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2929","0","Think 2015.","Think 2015.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2931","0","Think formation of the Freedom Caucus.","Think formation of the Freedom Caucus.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2931","1","Think Freedom Caucus today.","Think Freedom Caucus today.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2931","2","Think Jim Jordan.","Think Jim Jordan.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2931","3","Think Mark Meadows.","Think Mark Meadows.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2937","0","Define 'game theory'.","Define 'game theory'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2937","1","Define 'open source'.","Define 'open source'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2937","2","Define 'public purview'.","Define 'public purview'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2937","3","Define 'plausible deniability'.","Define 'plausible deniability'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2937","4","Think 'umbrella surv'.","Think 'umbrella surv'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2937","5","Think Whitaker.","Think Whitaker.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2937","6","Define 'stage set'.","Define 'stage set'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2937","7","Think Bill Clinton impeachment.","Think Bill Clinton impeachment.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2937","8","Define 'thesis' statement.","Define 'thesis' statement.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2938","0","Ask yourself a very simple, logical, question.","Ask yourself a very simple, logical, question.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2938","1","Think call to POTUS to prevent DECLAS [sources & methods].","Think call to POTUS to prevent DECLAS [sources & methods].","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2938","2","Think Nunes' statement ""not through normal collection, gathering, and reporting/oversight re: (FVEY).""","Think Nunes' statement ""not through normal collection, gathering, and reporting/oversight re: (FVEY).""","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2940","0","Note: Not all are USA v. [ ]","Note: Not all are USA v. [ ]","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2941","0","Read the comments.","Read the comments.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2942","0","Prepare.","Prepare.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2945","0","You should update your T-banner pic to properly reflect the crowd size when the event actually started.","You should update your T-banner pic to properly reflect the crowd size when the event actually started.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2958","0","Define 'backchannel'.","Define 'backchannel'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2963","0","Assist P_193","Assist P_193","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2964","0","CLEAR ALL NONS.","CLEAR ALL NONS.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2966","0","Track report (2)","Track report (2)","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2966","1","Track confirm (2)","Track confirm (2)","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
