post_number,confidence,full_source_sentence,current_category,proposed_category,rejection_reason,source_type,recovered_canonical_sentence
"2328","YELLOW","HOLY FUCK IT KEEPS COMING","Holy / sacred metaphor","Needs Context","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"2541","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"2556","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"2559","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"2578","YELLOW","Keep the faith, Patriot.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"2581","YELLOW","Keep the faith, Patriot.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Quoted/referenced post shown inside Q drop",""
"2598","YELLOW","This Christmas we want JUSTICE!","Religious holiday / observance","Religion & Spirituality (source-typed)","NOT VERBATIM — no canonical sentence recoverable (image / OCR / quoted-only text)","Quoted/referenced post shown inside Q drop",""
"2651","YELLOW","The Great Awakening.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"2682","YELLOW","How do you 'restore' the image (public faith) of our most prestigious ‘law enforcement’ institutions?","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"2722","YELLOW","No mercy.","Grace / mercy / sin / righteousness","Needs Context","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2784","YELLOW","The Great Awakening.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"2821","YELLOW","But they're all in Heaven now, too.","Soul / spirit / heaven / hell","Religion & Spirituality (source-typed)","NOT VERBATIM — no canonical sentence recoverable (image / OCR / quoted-only text)","Quoted/referenced post shown inside Q drop",""
"2821","YELLOW","I will introduce you all to my loved ones when we meet in Heaven some day.","Soul / spirit / heaven / hell","Religion & Spirituality (source-typed)","NOT VERBATIM — no canonical sentence recoverable (image / OCR / quoted-only text)","Quoted/referenced post shown inside Q drop",""
"2856","YELLOW","New talking points being pushed backing away from Mueller as the savior re: excuse A, excuse B, excuse C?","Savior / saint / angel / miracle","Needs Context","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2856","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"2954","YELLOW","The Great Awakening.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"2971","YELLOW","the available body of facts or information indicating whether a belief or proposition is true or valid.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"2982","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3012","YELLOW","THE GREAT AWAKENING!","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3017","YELLOW","The Great Awakening.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3018","YELLOW","The Great Awakening.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3038","YELLOW",">Decide for yourself (be true in your own beliefs).","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3038","YELLOW",">Decide for yourself (be strong in defending your beliefs).","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3038","YELLOW","The Great Awakening ('Freedom of Thought’), was designed and created not only as a backchannel to the public (away from the longstanding ‘mind’ control of the corrupt & heavily biased media) to endure future events through transparency and regeneration of individual thought (breaking the chains of ‘group-think’), but, more importantly, aid in the construction of a vehicle (a ‘ship’) that provides the scattered (‘free thinkers’) with a ‘starter’ new social-networking platform which allows for freedom of thought, expression, and patriotism or national pride (the feeling of love, devotion and sense of attachment to a homeland and alliance with other citizens who share the same sentiment).","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3038","YELLOW","Trust and put faith in yourself.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3178","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3356","YELLOW","The Island features a temple atop a small mountain and has been the location of several underage sex parties arranged by Epstein and attended by several of the world’s elite including ex-president Bill Clinton, his wife Hillary Clinton, Hollywood actors and even members of the world’s royal families.","Temple / possible religious architecture","Religion & Spirituality (source-typed)","NOT VERBATIM — no canonical sentence recoverable (image / OCR / quoted-only text)","Text visible in attached image",""
"3416","YELLOW","( like when your trying to post something important fast and you get stuck in captcha hell for a minute or 2) As BO you should discuss these decisions with anons , bakers and BV'S before you ( one person) decides to change the way the bread has been since November 2017.","Soul / spirit / heaven / hell","Statements/Headings — idiom","NOT RELIGIOUS — borrowed vocabulary, not about religion","Quoted/referenced post shown inside Q drop",""
"3430","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3447","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3476","YELLOW","Decide for yourself (be true in your own beliefs).","Belief / spiritual connotation","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Text visible in attached screenshot of post #3038",""
"3476","YELLOW","Decide for yourself (be strong in defending your beliefs).","Belief / spiritual connotation","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Text visible in attached screenshot of post #3038",""
"3476","YELLOW","The Great Awakening (“Freedom of Thought”), was designed and created not only as a backchannel to the public (away from the longstanding “mind” control of the corrupt & heavily biased media) to endure future events through transparency and regeneration of individual thought (breaking the chains of “group-think”), but, more importantly, aid in the construction of a vehicle (a “ship”) that provides the scattered (“free-thinkers”) with a “starter” new social-networking platform which allows for freedom of thought, expression, and patriotism or national pride.","Great Awakening / historically religious phrase","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Text visible in attached screenshot of post #3038",""
"3476","YELLOW","“Free thought” is a philosophical viewpoint which holds that positions regarding truth should be formed on the basis of logic, reason, and empiricism, rather than authority, tradition, revelation, or dogma.","Revelation / dogma","Religion & Spirituality (source-typed)","NOT VERBATIM — no canonical sentence recoverable (image / OCR / quoted-only text)","Text visible in attached screenshot of post #3038",""
"3476","YELLOW","Trust and put faith in yourself.","Faith / spiritual connotation","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Text visible in attached screenshot of post #3038",""
"3535","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3588","YELLOW","THE GREAT AWAKENING","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3607","YELLOW","THE GREAT AWAKENING","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3616","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3619","YELLOW","Launch project odin (checkmate against deplatforming)","Mythology / deities","Religion & Spirituality (source-typed)","NOT VERBATIM — no canonical sentence recoverable (image / OCR / quoted-only text)","Quoted/referenced post shown inside Q drop",""
"3622","YELLOW","The Great Awakening.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3624","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3662","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3681","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3762","YELLOW","The only way to restore faith is through transparency and accountability.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3763","YELLOW","The only way to restore faith is through transparency and accountability.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Quoted/referenced post shown inside Q drop",""
"3775","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3792","YELLOW","The Great Awakening!","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3815","YELLOW","THE GREAT AWAKENING.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3889","YELLOW","Have faith and trust in yourself.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3893","YELLOW","Per MSM [Fake News]: (person in the basement - LARP) who simply asks(ed) questions on a forum [imageboard] that generates(ed) continued [massive (thousands)] MSM attacks & WW movement [Great Awakening]?","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3895","YELLOW","Do not fear.","Biblical or spiritual idiom","Statements/Headings — idiom","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3906","YELLOW",">Decide for yourself (be true in your own beliefs).","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3906","YELLOW",">Decide for yourself (be strong in defending your beliefs).","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3906","YELLOW","The Great Awakening ('Freedom of Thought’), was designed and created not only as a backchannel to the public (away from the longstanding ‘mind’ control of the corrupt & heavily biased media) to endure future events through transparency and regeneration of individual thought (breaking the chains of ‘group-think’), but, more importantly, aid in the construction of a vehicle (a ‘ship’) that provides the scattered (‘free thinkers’) with a ‘starter’ new social-networking platform which allows for freedom of thought, expression, and patriotism or national pride (the feeling of love, devotion and sense of attachment to a homeland and alliance with other citizens who share the same sentiment).","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3906","YELLOW","Trust and put faith in yourself.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"3931","YELLOW","The credibility of our institutions [Constitutional Law that governs our Great Land [Our Republic]], and our ability to regain the trust and faith of the American people, all depends on our ability to restore [EQUAL JUSTICE UNDER THE LAW] by prosecuting those responsible [Blind-Justice].","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4177","YELLOW","The Great Awakening.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4211","YELLOW","We are ready to unleash hell.","Soul / spirit / heaven / hell","Statements/Headings — idiom","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4316","YELLOW","Fear not, all will be well right after the election.","Biblical or spiritual idiom","Statements/Headings — idiom","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4320","YELLOW","""Fear not, all will be well right after the election.""","Biblical or spiritual idiom","Statements/Headings — idiom","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"4326","YELLOW","we're in for one hell of a show","Soul / spirit / heaven / hell","Statements/Headings — idiom","NOT RELIGIOUS — borrowed vocabulary, not about religion","Quoted/referenced post shown inside Q drop",""
"4419","YELLOW","Have faith.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4427","YELLOW","Have faith in Humanity.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4429","YELLOW","Have faith in Humanity.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4429","YELLOW","Have faith in Yourself.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4429","YELLOW","The Great Awakening.","Great Awakening / ascension; Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4460","YELLOW","Have faith in Humanity.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4468","YELLOW","The Daily ""Beast.""","Serpent / beast","Needs Context","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4476","YELLOW","“Germans began to lose faith in democracy and looked to extreme parties on the both the Left (the communists) and the Right (the Nazis) for quick and simple solutions.”","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4491","YELLOW","Have faith in Humanity.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4491","YELLOW","Have faith in yourself.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4502","YELLOW","The doubters will soon be believers.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4541","YELLOW","In an apparently inexplicable way, the good are held hostage by the wicked and by those who help them either out of self-interest or fearfulness.","Grace / mercy / sin / righteousness","Needs Context","NOT RELIGIOUS — no religious referent in the sentence","Quoted/embedded religious letter reproduced in Q post",""
"4544","YELLOW","THESE are the times that try men's souls.","Soul / spirit / heaven / hell","Statements/Headings — idiom","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4544","YELLOW","Tyranny, like hell, is not easily conquered; yet we have this consolation with us, that the harder the conflict, the more glorious the triumph.","Soul / spirit / heaven / hell","Statements/Headings — idiom","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4550","YELLOW","Fear not.","Biblical or spiritual idiom","Statements/Headings — idiom","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4550","YELLOW","Have faith in Humanity.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4550","YELLOW","Have faith in yourself.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4550","YELLOW","Let light guide you.","Biblical or spiritual idiom","Statements/Headings — idiom","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4566","YELLOW","Have faith in Humanity.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4580","YELLOW","Have faith in Humanity.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4588","YELLOW","Have faith in Humanity.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4593","YELLOW","Have faith and trust in yourself.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4620","YELLOW","Only those who could[can] be controlled [via blackmail or like-beliefs] were installed in critical leadership positions across all political and non-political Control and Command Positions [CCP].","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4627","YELLOW","Have Faith in Humanity.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4627","YELLOW","Have Faith in Yourself.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4635","YELLOW","Did the belief carry-on [re-deployed]?","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4636","YELLOW","Keep faith in Humanity.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4636","YELLOW","Keep faith in Yourself.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4648","YELLOW","Have faith in Humanity.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4648","YELLOW","Have faith in Yourself.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4665","YELLOW","“Tyranny, like hell, is not easily conquered; yet we have this consolation with us, that the harder the conflict, the more glorious the triumph.” ?","Soul / spirit / heaven / hell","Statements/Headings — idiom","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4685","YELLOW","to often repeat an idea or belief to someone in order to persuade them to accept it Next: grab 'rage & emotion' [organized platform(s)] by indoctrinated and project as 'majority' [zoom and enhance _narrow focus as mainstream].","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4742","YELLOW","'Sex trafficking' [safeguarding women & children] topic(s) that unite all political factions against a common enemy [faith in Humanity]?","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4746","YELLOW","Have faith in Humanity.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4760","YELLOW","Have faith in your research.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4794","YELLOW","Tyranny, like hell, is not easily conquered; yet we have this consolation with us, that the harder the conflict, the more glorious the triumph.","Soul / spirit / heaven / hell","Statements/Headings — idiom","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4818","YELLOW","Threats, bribes & blackmail or sharing of 'like-beliefs'?","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4915","YELLOW","Have faith in Humanity.","Faith / belief","Statements/Headings — secular encouragement","NOT RELIGIOUS — borrowed vocabulary, not about religion","Q post body",""
"4941","YELLOW","It is you, dear President, who are “the one who opposes” the deep state, the final assault of the children of darkness.","Quoted/embedded religious letter","Religion & Spirituality (source-typed)","NOT VERBATIM — no canonical sentence recoverable (image / OCR / quoted-only text)","OCR-normalized text from open-letter images attached to Q post",""
"4941","YELLOW","Around you are gathered with faith and courage those who consider you the final garrison against the world dictatorship.","Quoted/embedded religious letter","Needs Context","NOT RELIGIOUS — no religious referent in the sentence","OCR-normalized text from open-letter images attached to Q post",""
"4941","YELLOW","The leveling inhumanity of the globalist project will shatter miserably in the face of the firm and courageous opposition of the children of Light.","Quoted/embedded religious letter","Religion & Spirituality (source-typed)","NOT VERBATIM — no canonical sentence recoverable (image / OCR / quoted-only text)","OCR-normalized text from open-letter images attached to Q post",""
"4","RED","This was a hostile takeover from an evil corrupt network of players (not just Democrats).","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"5","RED","Also many are thinking from one point of view, US only, this evil is embedded globally.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"6","RED","This was a hostile takeover from an evil corrupt network of players (not just Democrats).","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"6","RED","These people are evil.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"10","RED","Again, good people were forced into bed with this evil under personal and family threats.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"10","RED","Could you live with yourself helping to cover up such evil despicable acts if given a safe way out?","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"15","RED","A deep cleaning is occurring and the prevention and defense of pure evil is occurring on a daily basis.","Evil / moral language; Moral purity / corruption metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"34","RED","My fellow Americans, over the course of the next several days you will undoubtedly realize that we are taking back our great country (the land of the free) from the evil tyrants that wish to do us harm and destroy the last remaining refuge of shining light.","Evil / moral language; Light / darkness metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"34","RED","However, the atmosphere within the country will unfortunately be divided as so many have fallen for the corrupt and evil narrative that has long been broadcast.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"37","RED","Let these coming days be remembered in our history as the time we fought to recapture the republic from those evil bad actors who for so long have sacrificed the good people of this land for their own personal gain.","Evil / moral language; Sacrifice language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"51","RED","Rest assured POTUS is backed by the absolute finest people alive who are all dedicated to the eradication evil and corruption from the US/World.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"91","RED","These people are evil.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"97","RED","Good v. Evil.","Good versus evil; Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"100","RED","Evil.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"134","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"142","RED","What are sheep?","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"153","RED","Would the chances of defeating evil grow less and less with each passing year?","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"154","RED","We, the people, are who they fear will one day awake.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"171","RED","Good will always defeat evil.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"172","RED","Good will always defeat evil.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"173","RED","Good will always defeat evil.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"184","RED","You are sheep to them.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"192","RED","Was this to prevent evil from entering?","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"245","RED","Hussein is evil and a real loser.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"307","RED","We, the people, are who they fear will one day awake.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"316","RED","On behalf of an entire Nation, THANK YOU for your sacrifice and service!","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"325","RED","EVIL.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"350","RED","This works given most of what they engage in is pure evil and simply unbelievable (hard to swallow).","Evil / moral language; Moral purity / corruption metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"354","RED","This works given most of what they engage in is pure evil and simply unbelievable (hard to swallow).","Evil / moral language; Moral purity / corruption metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"374","RED","POTUS awake.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"389","RED","HEIDI FLEISS (EVIL/CLOWN/BLACKMAIL).","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"416","RED","You have no idea how sick and evil these people are.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"437","RED","EVIL.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"438","RED","EVIL.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"451","RED","YOU EVIL SICK BASTARDS ARE STUPID!!!","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"520","RED","CORRUPTION and EVIL DEEP WITHIN.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"525","RED","Public awakening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
