postNum,recordId,occurrenceIndex,fullSentence,directivePhrase,religiousSegment,lineIndex,authorshipState,sourceType,originalPostNum,ruling,religious
"2651","2651#0","0","Listen again, carefully.","Listen again, carefully.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2653","2653#0","0","Remember [her] history.","Remember [her] history.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2659","2659#0","0","Get in line.","Get in line.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2660","2660#0","0","Read the warning label.","Read the warning label.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2661","2661#0","0","Regular service appointments should be made in order to maintain functionality.","Regular service appointments should be made in order to maintain functionality.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2664","2664#0","0","Compare & Contrast.","Compare & Contrast.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2664","2664#1","1","Think Drop Yesterday.","Think Drop Yesterday.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2666","2666#0","0","Imagine that.","Imagine that.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2671","2671#0","0","Enjoy the show.","Enjoy the show.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2676","2676#0","0","Re_read Mueller re: 'designed to' drops.","Re_read Mueller re: 'designed to' drops.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2676","2676#1","1","Re_read drops re: 'Scaramucci' model.","Re_read drops re: 'Scaramucci' model.","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2676","2676#2","2","Do not mistake 'public' silence for inaction.","Do not mistake 'public' silence for inaction.","","24","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2677","2677#0","0","It's time to return publicly.","It's time to return publicly.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2678","2678#0","0","Ask yourself, why?","Ask yourself, why?","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2680","2680#0","0","Read between the lines.","Read between the lines.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2682","2682#0","0","Define 'Projection'.","Define 'Projection'.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2682","2682#1","1","Think FBI/DOJ 'exit' list.","Think FBI/DOJ 'exit' list.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2682","2682#2","2","See above re: Control.","See above re: Control.","","45","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2683","2683#0","0","Deploy scare tactics & political cross-talk","Deploy scare tactics & political cross-talk","","15","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2683","2683#1","1","Think for yourself.","Think for yourself.","","18","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2683","2683#2","2","Research for yourself.","Research for yourself.","","19","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2683","2683#3","3","Trust yourself.","Trust yourself.","","20","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2683","2683#4","4","Control volume.","Control volume.","","16","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2686","2686#0","0","See past drops re: [PP] re: Congressional report (WARNING: GRAPHIC)","See past drops re: [PP] re: Congressional report (WARNING: GRAPHIC)","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2686","2686#1","1","Ask yourself a very simple question:","Ask yourself a very simple question:","","11","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2689","2689#0","0","Find the connection.","Find the connection.","","12","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2691","2691#0","0","Ask yourself, why?","Ask yourself, why?","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2692","2692#0","0","Re_read drops re: FBI 'Midyear' OIG ……. & review graphics.","Re_read drops re: FBI 'Midyear' OIG ……. & review graphics.","","13","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2693","2693#0","0","Let's actually use 'FACTS':","Let's actually use 'FACTS':","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"270","270#0","0","Apply the Keystone.","Apply the Keystone.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"270","270#1","1","Paint the picture.","Paint the picture.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2707","2707#0","0","Track 7B-DS","Track 7B-DS","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2709","2709#0","0","Scan P-P100z","Scan P-P100z","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2709","2709#1","1","Pull all views +/- [10]","Pull all views +/- [10]","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2710","2710#0","0","Stop track.","Stop track.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2710","2710#1","1","Register all data pulls to location.","Register all data pulls to location.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2712","2712#0","0","Think NAT SEC laws.","Think NAT SEC laws.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2715","2715#0","0","Use caution - high follower count targeting to direct 'deep in narrative' mob as method to remove.","Use caution - high follower count targeting to direct 'deep in narrative' mob as method to remove.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2718","2718#0","0","Define the word 'plan'.","Define the word 'plan'.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2726","2726#0","0","See something > Say something.","See something > Say something.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2726","2726#1","1","Be alert next 10 days.","Be alert next 10 days.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2731","2731#0","0","Think McCabe [#2] interview re: meeting re: 25th amendment","Think McCabe [#2] interview re: meeting re: 25th amendment","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2731","2731#1","1","Think [RR] wear a wire re: attempt to entrap re: 25th….","Think [RR] wear a wire re: attempt to entrap re: 25th….","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2731","2731#2","2","Note 'Border Open' context same drop.","Note 'Border Open' context same drop.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2735","2735#0","0","Be prepared for more FAKE NEWS disinfo claiming we stated 'death'.","Be prepared for more FAKE NEWS disinfo claiming we stated 'death'.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2735","2735#1","1","Read carefully.","Read carefully.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2737","2737#0","0","Be careful who you follow.","Be careful who you follow.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"274","274#0","0","Be prepared for what you find.","Be prepared for what you find.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2745","2745#0","0","Buckle up!","Buckle up!","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2749","2749#0","0","Trust your President!","Trust your President!","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2754","2754#0","0","Compare v.","Compare v.","","9","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2757","2757#0","0","Swap 'we' for 'you'.","Swap 'we' for 'you'.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2762","2762#0","0","Think about why separated both maps (2 posts) instead of placing both in the orig.","Think about why separated both maps (2 posts) instead of placing both in the orig.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"277","277#0","0","Add to list.","Add to list.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2771","2771#0","0","Think about now.","Think about now.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2772","2772#0","0","Expect 'attacks' to dramatically intensify across all platforms.","Expect 'attacks' to dramatically intensify across all platforms.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2777","2777#0","0","Disregard any misspelling.","Disregard any misspelling.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2785","2785#0","0","Read between the lines re: MSM 'LEFT'….","Read between the lines re: MSM 'LEFT'….","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2785","2785#1","1","Research for yourself.","Research for yourself.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2785","2785#2","2","Trust yourself.","Trust yourself.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2786","2786#0","0","Stop and understand the GRAVITY of acknowledgement.","Stop and understand the GRAVITY of acknowledgement.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2787","2787#0","0","Define 'Projection'.","Define 'Projection'.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2788","2788#0","0","Think logically.","Think logically.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2788","2788#1","1","Ask yourself, why are 'Liberals' always angry?","Ask yourself, why are 'Liberals' always angry?","","17","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2788","2788#2","2","TRUST YOURSELF.","TRUST YOURSELF.","","40","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2788","2788#3","3","TRUST THAT YOU ARE NOT ALONE.","TRUST THAT YOU ARE NOT ALONE.","","41","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2788","2788#4","4","TRUST THAT THERE ARE GOOD PEOPLE RIGHT BESIDE YOU FIGHTING FOR WHAT WE KNOW TO BE RIGHT.","TRUST THAT THERE ARE GOOD PEOPLE RIGHT BESIDE YOU FIGHTING FOR WHAT WE KNOW TO BE RIGHT.","","42","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2788","2788#5","5","GOD BLESS YOU ALL.","GOD BLESS YOU ALL.","","43","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","true"
"2793","2793#0","0","Think Emergency Alert System.","Think Emergency Alert System.","","8","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2793","2793#1","1","Think WH controlled *new* RT 'news' website","Think WH controlled *new* RT 'news' website","","9","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2793","2793#2","2","Think WH controlled *new* video stream platform","Think WH controlled *new* video stream platform","","10","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2793","2793#3","3","Think Here.","Think Here.","","11","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"28","28#0","0","Picture being painted.","Picture being painted.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"280","280#0","0","Watch the news.","Watch the news.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2801","2801#0","0","Pick a Network – Any Network.","Pick a Network – Any Network.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2801","2801#1","1","Search 'Qanon' https://www.nbcnews.com/pages/search/?q=qanon https://abcnews.go.com/search?searchtext=qanon","Search 'Qanon' https://www.nbcnews.com/pages/search/?q=qanon https://abcnews.go.com/search?searchtext=qanon","","-1","NOT_LOCATED","not_located","","NEEDS_CONTEXT","false"
"2801","2801#2","2","Reconcile.","Reconcile.","","45","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2801","2801#3","3","Search 'Qanon'","Search 'Qanon'","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2802","2802#0","0","Think calendar.","Think calendar.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2803","2803#0","0","Look for 'Placeholder' updates @ /PatriotsFight","Look for 'Placeholder' updates @ /PatriotsFight","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2807","2807#0","0","GOD BLESS THE UNITED STATES OF AMERICA.","GOD BLESS THE UNITED STATES OF AMERICA.","","40","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","true"
"2807","2807#1","1","WE MUST RISE.","WE MUST RISE.","","38","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2807","2807#2","2","WE MUST FIGHT.","WE MUST FIGHT.","","39","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"281","281#0","0","Never forget that.","Never forget that.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2810","2810#0","0","Start from beginning.","Start from beginning.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2816","2816#0","0","Do not let personal (emotional) desires (""do it now""""now""""what is taking so long""""NOW!"") take over.","Do not let personal (emotional) desires (""do it now""""now""""what is taking so long""""NOW!"") take over.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2816","2816#1","1","Define the following:","Define the following:","","8","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2816","2816#2","2","WE MUST STAND TOGETHER IN THIS FIGHT.","WE MUST STAND TOGETHER IN THIS FIGHT.","","17","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2819","2819#0","0","Review time.","Review time.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2820","2820#0","0","Review time.","Review time.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"283","283#0","0","Expand your thinking.","Expand your thinking.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"284","284#0","0","Follow the news.","Follow the news.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2844","2844#0","0","Define 'Renegade'.","Define 'Renegade'.","","11","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2846","2846#0","0","Be ready for the 'Q', Anon(s).","Be ready for the 'Q', Anon(s).","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2846","2846#1","1","Eyes on increasing +each day.","Eyes on increasing +each day.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2846","2846#2","2","Handle w/ care.","Handle w/ care.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2849","2849#0","0","Reconcile.","Reconcile.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2856","2856#0","0","Watch the news.","Watch the news.","","23","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2856","2856#1","1","DO NOT TRUST THE FAKE NEWS MEDIA.","DO NOT TRUST THE FAKE NEWS MEDIA.","","38","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2857","2857#0","0","God bless each and every one of you.","God bless each and every one of you.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","true"
"286","286#0","0","Strike package Bravo-dT450-1","Strike package Bravo-dT450-1","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2861","2861#0","0","Enjoy the show!","Enjoy the show!","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2866","2866#0","0","Enjoy the show!","Enjoy the show!","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2877","2877#0","0","Disregard all spelling/other errors.","Disregard all spelling/other errors.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2878","2878#0","0","Link embedded in article.","Link embedded in article.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2887","2887#0","0","Ask yourself a simple question, should a woman who travels to Syria to support and encourage 'JIHAD' against the 'West' deserve to live……………….?","Ask yourself a simple question, should a woman who travels to Syria to support and encourage 'JIHAD' against the 'West' deserve to live……………….?","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2887","2887#1","1","Ask yourself a simpler question, if brainwashed by ISIS terrorists (her husband and other close-proximity fighters), could this same woman be 'tasked' & 'trained' to carry out a TERRORIST ACT upon return?","Ask yourself a simpler question, if brainwashed by ISIS terrorists (her husband and other close-proximity fighters), could this same woman be 'tasked' & 'trained' to carry out a TERRORIST ACT upon return?","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"289","289#0","0","Godspeed.","Godspeed.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","false"
"2893","2893#0","0","Think context.","Think context.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2893","2893#1","1","Think bigger picture.","Think bigger picture.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2893","2893#2","2","Think connections.","Think connections.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2893","2893#3","3","Define 'Map'.","Define 'Map'.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2897","2897#0","0","Watch the news.","Watch the news.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2904","2904#0","0","Put on the full armor of God, so that you can take your stand against the devil's schemes.","Put on the full armor of God, so that you can take your stand against the devil's schemes.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_QUOTED_SCRIPTURE","true"
"2904","2904#1","1","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_QUOTED_SCRIPTURE","false"
"2904","2904#2","2","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_QUOTED_SCRIPTURE","true"
"2919","2919#0","0","Stay in the LIGHT.","Stay in the LIGHT.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2927","2927#0","0","Think pre_nominee.","Think pre_nominee.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2929","2929#0","0","Think 2015.","Think 2015.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2931","2931#0","0","Think formation of the Freedom Caucus.","Think formation of the Freedom Caucus.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2931","2931#1","1","Think Freedom Caucus today.","Think Freedom Caucus today.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2931","2931#2","2","Think Jim Jordan.","Think Jim Jordan.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2931","2931#3","3","Think Mark Meadows.","Think Mark Meadows.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2937","2937#0","0","Define 'game theory'.","Define 'game theory'.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2937","2937#1","1","Define 'open source'.","Define 'open source'.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2937","2937#2","2","Define 'public purview'.","Define 'public purview'.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2937","2937#3","3","Define 'plausible deniability'.","Define 'plausible deniability'.","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2937","2937#4","4","Think 'umbrella surv'.","Think 'umbrella surv'.","","14","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2937","2937#5","5","Think Whitaker.","Think Whitaker.","","30","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2937","2937#6","6","Define 'stage set'.","Define 'stage set'.","","31","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2937","2937#7","7","Think Bill Clinton impeachment.","Think Bill Clinton impeachment.","","34","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2937","2937#8","8","Define 'thesis' statement.","Define 'thesis' statement.","","38","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2938","2938#0","0","Ask yourself a very simple, logical, question.","Ask yourself a very simple, logical, question.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2938","2938#1","1","Think call to POTUS to prevent DECLAS [sources & methods].","Think call to POTUS to prevent DECLAS [sources & methods].","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2938","2938#2","2","Think Nunes' statement ""not through normal collection, gathering, and reporting/oversight re: (FVEY).""","Think Nunes' statement ""not through normal collection, gathering, and reporting/oversight re: (FVEY).""","","8","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2940","2940#0","0","Note: Not all are USA v. [ ]","Note: Not all are USA v. [ ]","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2941","2941#0","0","Read the comments.","Read the comments.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2942","2942#0","0","Prepare.","Prepare.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2945","2945#0","0","You should update your T-banner pic to properly reflect the crowd size when the event actually started.","You should update your T-banner pic to properly reflect the crowd size when the event actually started.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2958","2958#0","0","Define 'backchannel'.","Define 'backchannel'.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2963","2963#0","0","Assist P_193","Assist P_193","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2964","2964#0","0","CLEAR ALL NONS.","CLEAR ALL NONS.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2966","2966#0","0","Track report (2)","Track report (2)","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2966","2966#1","1","Track confirm (2)","Track confirm (2)","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2967","2967#0","0","Switch private_reg_C.","Switch private_reg_C.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2971","2971#0","0","Listen carefully ref re: proof v evidence.","Listen carefully ref re: proof v evidence.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2971","2971#1","1","Define 'evidence'.","Define 'evidence'.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2971","2971#2","2","Listen to the clip again re: proof & evidence.","Listen to the clip again re: proof & evidence.","","13","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","","REMOVE_QUOTED_OR_THIRD_PARTY","false"
"2971","2971#3","3","Define 'brainwashing'.","Define 'brainwashing'.","","14","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","","REMOVE_QUOTED_OR_THIRD_PARTY","false"
"2971","2971#4","4","Think for yourself!","Think for yourself!","","16","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","","REMOVE_QUOTED_OR_THIRD_PARTY","false"
"2972","2972#0","0","Watch the news.","Watch the news.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2973","2973#0","0","Think scope.","Think scope.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2980","2980#0","0","Read carefully knowing what you know now.","Read carefully knowing what you know now.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2984","2984#0","0","LOCATE (3) PUBLIC.","LOCATE (3) PUBLIC.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"2984","2984#1","1","THINK C_A [BRENNAN] AUTH SPY CAMPAIGN US SENATE UNDER HUSSEIN.","THINK C_A [BRENNAN] AUTH SPY CAMPAIGN US SENATE UNDER HUSSEIN.","","41","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
