Post,Sentence,GPT Category,Claude Category,Matches GPT,Confidence,Note
1927,"In accordance with Article 33 of the UCMJ, as amended by section 5204 of the MJA, the Secretary of Defense, in consultation with the Secretary of Homeland Security, will issue nonbinding guidance regarding factors that commanders, convening authorities, staff judge advocates, and judge advocates should take into account when exercising their duties with respect to the disposition of charges and specifications in the interest of justice and discipline under Articles 30 and 34 of the UCMJ.",Prediction,Q Claims,NO,high,"quoted legal/EO/statute text (""shall/will"" is the law's language, not a Q prediction)"
1927,"That guidance will take into account, with appropriate consideration of military requirements, the principles contained in official guidance of the Attorney General to attorneys for the Federal Government with respect to the disposition of Federal criminal cases in accordance with the principle of fair and evenhanded administration of Federal criminal law.""",Prediction,Q Claims,NO,high,"quoted legal/EO/statute text (""shall/will"" is the law's language, not a Q prediction)"
2335,"""One official says investigators found that it eventually affected almost 30 companies, including a major bank, government contractors, and the world�s most valuable company, Apple Inc.""",Prediction,Q Claims,NO,high,"quoted third-party text, not a Q prediction"
2347,Important moment in time.,Prediction,Q Claims,NO,high,"statement about the present, not a prediction"
2357,"""Let us reaffirm America's destiny of goodness and good will.""",Prediction,Q Themes,NO,high,quoted Reagan speech — thematic
2362,"It must be fought for, protected, and handed on for them to do the same, or one day we will spend our sunset years telling our children and our children's children what it was once like in the United States where men were free.""",Prediction,Q Themes,NO,high,quoted Reagan speech — thematic
2391,The TRUTH will set you FREE.,Prediction,Q Themes,NO,high,scripture-derived slogan
2403,"""We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness. �That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed, �That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.",Prediction,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Declaration of Independence)"
2403,"Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn, that mankind are more disposed to suffer, while evils are sufferable, than to right themselves by abolishing the forms to which they are accustomed.",Prediction,Q Themes,NO,high,"quoted Declaration of Independence — used thematically, not a Q prediction"
2431,"It must be fought for, protected, and handed on for them to do the same, or one day we will spend our sunset years telling our children and our children's children what it was once like in the United States where men were free.""",Prediction,Q Themes,NO,high,quoted Reagan speech — thematic
2451,Your sacrifices will never be forgotten.,Prediction,Q Themes,NO,high,honor/valediction family
2452,Your sacrifices will never be forgotten.,Prediction,Q Themes,NO,high,honor/valediction family
2480,Your sacrifice(s) will never be forgotten.,Prediction,Q Themes,NO,high,honor/valediction family
2552,"Priestap�s departure, none of the high-ranking bureau officials involved in the two investigations will remain with the bureau.""",Prediction,Q Claims,NO,high,"quoted third-party text, not a Q prediction"
2648,"While we should have a larger conversation in the near future about a broader strategy for reengaging the beat press that covers HRC, for this we think we can achieve our objective and do the most shaping by going to Maggie.""",Prediction,Q Claims,NO,high,"quoted third-party text, not a Q prediction"
2664,"The Fake News will knowingly lie and demean in order make the tremendous success of the Trump Administration, and me, look as bad as possible.",Prediction,Q Claims,NO,high,"quoted third-party text, not a Q prediction"
2868,Will the next wave of [D] 2020 candidates begin to push the 'everything will be free' 'reparations for all Black Americans' 'more gov't control will save us' etc. etc. etc.,Prediction,Q Questions,NO,high,question form despite period
2987,"We hold these truths to be self-evident, that all men (& women) are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness. � That to secure these rights, Governments are instituted among Men (& Women), deriving their just powers from the consent of the governed, � That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.",Prediction,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Declaration of Independence)"
2987,"Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn that mankind are more disposed to suffer, while evils are sufferable than to right themselves by abolishing the forms to which they are accustomed.",Prediction,Q Themes,NO,high,"quoted Declaration of Independence — used thematically, not a Q prediction"
3411,"� That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.",Prediction,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Declaration of Independence)"
3411,"Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn that mankind are more disposed to suffer, while evils are sufferable than to right themselves by abolishing the forms to which they are accustomed.",Prediction,Q Themes,NO,high,"quoted Declaration of Independence — used thematically, not a Q prediction"
3507,"Democrats will complain long and loud about this, but I don�t see how Barr can be reasonably faulted for following the law.",Prediction,Q Claims,NO,high,"quoted third-party text, not a Q prediction"
3638,"Shall be fined under this title or imprisoned not more than twenty years, or both, and shall be ineligible for employment by the United States or any department or agency thereof, for the five years next following his conviction.",Prediction,Q Claims,NO,high,"quoted legal/EO/statute text (""shall/will"" is the law's language, not a Q prediction)"
3638,"If two or more persons conspire to commit any offense named in this section, each shall be fined under this title or imprisoned not more than twenty years, or both, and shall be ineligible for employment by the United States or any department or agency thereof, for the five years next following his conviction.",Prediction,Q Claims,NO,high,"quoted legal/EO/statute text (""shall/will"" is the law's language, not a Q prediction)"
3656,"""�That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.",Prediction,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Declaration of Independence)"
4008,">American counterinsurgency practice rests on a number of assumptions: that the decisive effort is rarely military (although security is the essential prerequisite for success); that our efforts must be directed to the creation of local and national governmental structures that will serve their populations, and, over time, replace the efforts of foreign partners; that superior knowledge, and in particular, understanding of the �human terrain� is essential; and that we must have the patience to persevere in what will necessarily prove long struggles.",Prediction,Q Claims,NO,high,"quoted third-party text, not a Q prediction"
4008,">Insurgency, however, can and will flourish in the modern environment.",Prediction,Q Claims,NO,high,"quoted third-party text, not a Q prediction"
4112,"We found this activity as part of our internal investigations into suspected coordinated inauthentic behavior ahead of the 2020 election in the US.""",Prediction,Q Claims,NO,high,"quoted third-party text, not a Q prediction"
4309,Worth remembering [soon].,Prediction,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4413,Those loyal to the Office of the President and the will of the people.,Prediction,Q Claims,NO,high,"statement about the present, not a prediction"
4463,A Moment In Time.,Prediction,Q Themes,NO,high,label/heading
4466,"We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness. � That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed, � That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.",Prediction,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Declaration of Independence)"
4466,"Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn that mankind are more disposed to suffer, while evils are sufferable than to right themselves by abolishing the forms to which they are accustomed.",Prediction,Q Themes,NO,high,"quoted Declaration of Independence — used thematically, not a Q prediction"
4544,"The summer soldier and the sunshine patriot will, in this crisis, shrink from the service of their country; but he that stands by it now, deserves the love and thanks of man and woman.",Prediction,Q Themes,NO,high,quoted Thomas Paine — thematic
4545,"Like past battles fought, we now face our greatest battle at present, a battle to save our Republic, our way of life, and what we decide (each of us) now will decide our future.",Prediction,Q Claims,NO,high,"statement about the present, not a prediction"
4739,You will bring justice in due time for all the harm and needless violence aimed at Your children.,Prediction,Q Themes,NO,high,prayer text
4739,"You are the Mighty One, the One Who will ultimately bring all evil to light.",Prediction,Q Themes,NO,high,prayer text
4794,"That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed, -That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.",Prediction,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Declaration of Independence)"
4794,"Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn, that mankind are more disposed to suffer, while evils are sufferable, than to right themselves by abolishing the forms to which they are accustomed.",Prediction,Q Themes,NO,high,"quoted Declaration of Independence — used thematically, not a Q prediction"
4825,"""This Executive order shall remain in effect until November 3, 2020.""",Prediction,Q Claims,NO,high,"quoted legal/EO/statute text (""shall/will"" is the law's language, not a Q prediction)"
2072,X?]?,Question,Q [ Brackets ],NO,high,truncated stringer/bracket fragment
2211,X?]?,Question,Q [ Brackets ],NO,high,truncated stringer/bracket fragment
3798,Play a game of 'Where Are They Now?'.,Question,Q Directives,NO,high,imperative — the '?' belongs to the game title
4844,Wasn't referring to Kansas' statement re: Clinton emails.,Question,Q Claims,NO,high,"statement, not a question"
144,GERONIMO.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
194,THE SUM OF ALL FEARS.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
195,THE SUM OF ALL FEARS.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
199,THE SUM OF ALL FEARS.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
258,RED CROSS RED RED.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
259,RED RED 9/11.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
267,FLY HIGH.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
325,NAT SEC.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
365,SPLASH.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
365,FOX THREE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
373,CAP_H(9).,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
373,MAVERICK.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
380,NAT G.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
389,HEIDI FLEISS (EVIL/CLOWN/BLACKMAIL).,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
432,MISSILE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
432,MISSLE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
432,FOX THREE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
432,SPLASH.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
436,PUBLIC/NARRATIVE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
436,STAGE SET FUTURE PREVENT/REMOVAL OP.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
519,SEC TEST.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
520,NO OTHER VEHICLE TO REGAIN ENTRY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
520,TREASON AT HIGHEST LEVELS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
520,FOREIGN AGENTS WITHIN OUR GOV'T.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
520,STRINGS CUT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
520,THE HUNT CONTINUES.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
521,[SCARE] NECESSARY EVENT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
523,CHECKMATE.,Slogan / Heading / Label,Q Predictions,NO,high,predictive slogan
529,D LOST SLAVE GRIP.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
529,D LOST CENTER VOTERS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
529,MSM PROJECTS AS BIG MOVEMENT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
529,4-6% LOST FOREVER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
532,MEMES/POSTS.,Slogan / Heading / Label,Q Directives,NO,high,call to action
534,WILL GUIDE.,Slogan / Heading / Label,Q Predictions,NO,high,predictive slogan
540,WHAT A BIG NEWS DAY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
541,[8] FIRED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
541,[X] JAILED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
558,STATE_OF_THE_UNION.,Slogan / Heading / Label,Q Entities,NO,high,entity reference
559,THE SHOT HEARD AROUND THE WORLD.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
560,THE SHOT HEARD AROUND THE WORLD.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
564,NO DEALS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
572,THE SHOT HEARD AROUND THE WORLD.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
572,A WEEK TO REMEMBER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
607,VERY VERY VERY IMPORTANT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
609,CONFIRMED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
626,KILL_CHAIN.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
636,MUELLER FAKE NEWS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
646,APACHE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
666,APACHE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
679,RED OCTOBER.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
722,RED_OCTOBER.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
786,NO ESCAPE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
786,NO DEALS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
790,NOT RUSSIA.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
792,CONFIRMED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
792,GOOD.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
794,HIGHEST AUTHORITY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
804,DELTA [6] CONF.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
804,COMMS GOOD.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
804,OPERATIONAL.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
826,COMMS GOOD.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
833,MIND WARFARE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
834,BRIDGE-2.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
839,FAKE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
884,NO DEALS!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
952,HOSTAGE RELEASE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
953,BIG DEVELOPMENT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
953,TRAITORS EVERYWHERE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
953,CLEARED OF ALL CHARGES.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
953,BIGGEST FEAR.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
953,PUBLIC AWAKENING.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
963,RED_CASTLE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
963,GREEN_CASTLE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
964,BIDEN/CHINA VERY IMPORTANT MARKER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
964,IRAN NEXT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
964,$700B - MILITARY [THIS YEAR].,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
964,NATIONAL SECURITY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
964,NATIONAL SECURITY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
964,TIDAL WAVE INCOMING.,Slogan / Heading / Label,Q Predictions,NO,high,predictive slogan
965,OFFLINE FOR A REASON.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
969,NO POWER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1005,NO DEALS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1007,APRIL SHOWERS.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
1008,APRIL SHOWERS.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
1010,WARS [FAKE][TOP HAPPY][BACKEND DEAL].,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1010,ELECTION RIGGING.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1010,VACCINES [NOT ALL].,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1011,NK DEFUSE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1011,RUSSIA TESTING NEW MISSILES.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1011,RUSSIA NEW THREAT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1082,POTUS & JFK JR.,Slogan / Heading / Label,Q Entities,NO,low,entity reference; split-sentence fragment (period after abbreviation broke the sentence)
1105,2 BILLION PEOPLE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1146,[SHOWERS].,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
1173,BDT & DEFCON.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
1180,CARELESS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1238,EVIL & CORRUPTION.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1269,FOR HUMANITY - WAKE UP - LEARN.,Slogan / Heading / Label,Q Directives,NO,high,call to action
1306,SUM OF ALL FEARS.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
1328,SKY EVENT.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
1440,A WEEK TO REMEMBER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1440,BLACKOUT NECESSARY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1489,PEOPLE RESPOND TO LOGIC/FACTS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1489,POWER W/ THE PEOPLE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1492,THEIR ONLY HOPE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1493,AT ALL COSTS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1493,SR 187 DISCOVERY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1494,(2) EXTINGUISHED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1496,KNOWN CONFLICT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1498,[[RR]] @ WH.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1538,SHOCK AND AWE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1589,RED LINE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1589,SCAM.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1589,ABUSE OF EXEC POWERS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1589,ILLEGAL SPYING.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1589,FRAME.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1602,WHITE SQUALL.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
1609,'SILENT' MAJORITY NO MORE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1646,POWER TO THE PEOPLE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1646,GROUP THINK.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1646,PUBLIC SHAME AGAINST THOSE WHO CHALLENGE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1646,SLAVERY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1646,HATRED FOR AMERICA.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1646,SHEEP FOLLOW BLINDLY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1702,EU BLINKED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1702,ZERO TARIFFS (US>EU).,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1702,>RUSSIA DELAY IN MEETING PUTIN (DC).,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1702,RECENT EXAMPLE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1711,LOGICAL THINKING.,Slogan / Heading / Label,Q Directives,NO,high,elliptical imperative — a nudge to the reader
1730,CLAS-5.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
1745,FISA = START.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1745,FISA BRINGS DOWN THE HOUSE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1745,LOGICAL THINKING.,Slogan / Heading / Label,Q Directives,NO,high,elliptical imperative — a nudge to the reader
1745,FOUNDATION BUILT HUBER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1746,NOT ALL FEDERAL/CRIMINAL.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1807,LOGICAL THINKING.,Slogan / Heading / Label,Q Directives,NO,high,elliptical imperative — a nudge to the reader
1822,FEAR & SCARE PUSH.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1836,NEW TRIP CONFIRMED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1836,/PF/ SAFE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1870,POWER BACK TO THE PEOPLE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1874,SEC TEST.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1878,SICK & DISGUSTING.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1884,SA [ACCESS] CLOSED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1884,EPSTEIN ISLAND [ACCESS] CLOSED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1884,HAITI [ACCESS] CLOSED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1884,NK [ACCESS] CLOSED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1884,CHINA [ACCESS] CLOSED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1884,RUSSA [ACCESS] CLOSED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1884,CUBA [ACCESS] CLOSED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1892,BLACK OPS AGAINST USA.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1892,TOTAL TAKEOVER OF OUR COUNTRY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1892,TRAITORS ALL.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1919,FAKE NEWS CONSTANT ATTACKS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1927,NATIONAL EMERGENCY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1947,>>>THESE PEOPLE ARE STUPID.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1965,HISTORY BOOKS.,Slogan / Heading / Label,Q Predictions,NO,high,predictive
1965,SILENT MAJORITY NO MORE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1972,BIGGER THAN WATERGATE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1972,BIGGEST SCANDAL IN US HISTORY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1972,[FAKE NEWS].,Slogan / Heading / Label,Q [ Brackets ],NO,high,bare bracketed token
2009,SNOW WHITE 3 NOW OFFLINE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2010,SNOW WHITE 4 NOW OFFLINE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2011,SNOW WHITE 6 NOW OFFLINE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2012,SNOW WHITE 7 NOW OFFLINE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2012,PACKAGE COMPLETE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2013,CORONA 1 NOW OFFLINE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2019,BIG BIRD-9 NOW OFFLINE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2021,NSA NO MORE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2033,LIKE CLOCKWORK.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2034,LIKE CLOCKWORK.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2039,"IF AMERICA FALLS, THE WORLD FALLS.",Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2043,DECONSTRUCT INCLUDES D2_SPY INSERT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2082,CLOCKWORK.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2089,PREDICTABLE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
