Post,Sentence,GPT Category,Claude Category,Matches GPT,Confidence,Note
4466,"Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn that mankind are more disposed to suffer, while evils are sufferable than to right themselves by abolishing the forms to which they are accustomed.",Prediction,Q Themes,NO,high,"quoted Declaration of Independence — used thematically, not a Q prediction"
4506,Soon.,Prediction,Q Predictions,YES,high,
4544,"The summer soldier and the sunshine patriot will, in this crisis, shrink from the service of their country; but he that stands by it now, deserves the love and thanks of man and woman.",Prediction,Q Themes,NO,high,quoted Thomas Paine — thematic
4545,"Like past battles fought, we now face our greatest battle at present, a battle to save our Republic, our way of life, and what we decide (each of us) now will decide our future.",Prediction,Q Claims,NO,high,"statement about the present, not a prediction"
4739,You will bring justice in due time for all the harm and needless violence aimed at Your children.,Prediction,Q Themes,NO,high,prayer text
4739,"You are the Mighty One, the One Who will ultimately bring all evil to light.",Prediction,Q Themes,NO,high,prayer text
4794,"That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed, -That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.",Prediction,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Declaration of Independence)"
4794,"Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn, that mankind are more disposed to suffer, while evils are sufferable, than to right themselves by abolishing the forms to which they are accustomed.",Prediction,Q Themes,NO,high,"quoted Declaration of Independence — used thematically, not a Q prediction"
4825,"""This Executive order shall remain in effect until November 3, 2020.""",Prediction,Q Claims,NO,high,"quoted legal/EO/statute text (""shall/will"" is the law's language, not a Q prediction)"
3,Don�t you think POTUS would be tweeting about removal given clear conflict.,Question,Q Questions,YES,high,question form despite period
179,(Movie idea � thoughts?),Question,Q Questions,YES,high,"ends with ""?"""
666,Stock market DIVE [666 - coincidence?].,Question,Q Questions,YES,high,"ends with ""?"""
1351,No leaks [unusual?],Question,Q Questions,YES,high,"ends with ""?"""
1553,(Who needs a SC with that type of manpower?),Question,Q Questions,YES,high,"ends with ""?"""
1764,WH visitor logs: NO NAME/HUSSEIN (dates?),Question,Q Questions,YES,high,"ends with ""?"""
1764,WH visitor logs: NO NAME/BRENNAN/HUSSEIN (dates?),Question,Q Questions,YES,high,"ends with ""?"""
1764,WH visitor logs: NO NAME/BRENNAN/COMEY/HUSSEIN (dates?),Question,Q Questions,YES,high,"ends with ""?"""
1764,WH visitor logs: NO NAME/BRENNAN/CLAPPER/RICE/HUSSEIN (dates?),Question,Q Questions,YES,high,"ends with ""?"""
1975,"""What are the odds that the FBI and DOJ are right on top of this?""",Question,Q Questions,YES,high,"ends with ""?"""
2072,X?]?,Question,Q [ Brackets ],NO,high,truncated stringer/bracket fragment
2123,Note the time?,Question,Q Questions,YES,high,question form despite period
2123,Note Apple�s stock image(s)?,Question,Q Questions,YES,high,question form despite period
2211,X?]?,Question,Q [ Brackets ],NO,high,truncated stringer/bracket fragment
2523,Questioning: Graham > KAV re: 'enemy combatants' [unusual?],Question,Q Questions,YES,high,"ends with ""?"""
2658,(What if HRC won and appointed 2+ crooked SCJs?),Question,Q Questions,YES,high,"ends with ""?"""
2689,>(-2) Laws enacted in battleground areas as test for 2020 (voter roll screening/review of non_votes (D) > ballot pop > track for sign > submit late for count) - vote swing figures + rule of law (new standard of no show vote SC 2019 scope case?),Question,Q Questions,YES,high,"ends with ""?"""
2689,(illegal immigrants?),Question,Q Questions,YES,high,"ends with ""?"""
2776,"�Why were efforts made to continue investigating the President, interrupt his official capacity in governing, if the only doc presented was unsubstantiated and unverified?� �Why were questions and threat of subpoena communicated to the President if no factual foundation existed?�",Question,Q Questions,YES,high,"ends with ""?"""
2776,�All charges thus far are unrelated to the original mandate - why are you still active and pursuing a crime if no verifiable evidence or evidence through discovery exists?�,Question,Q Questions,YES,high,"ends with ""?"""
2971,"""you will be asked to give proof of your identity"" synonyms:	evidence, verification, corroboration, authentication, confirmation, certification, validation, attestation, demonstration, substantiation, witness, testament; PROOF = EVIDENCE?",Question,Q Questions,YES,high,"ends with ""?"""
3131,[Will the rich & powerful influence the court to prevent the unsealing?],Question,Q Questions,YES,high,"ends with ""?"""
3588,IG? ����..,Question,Q Questions,YES,high,
3693,Who listened in [2] count [FISA?],Question,Q Questions,YES,high,"ends with ""?"""
3785,"President?""",Question,Q Questions,YES,high,"ends with ""?"""
3798,Play a game of 'Where Are They Now?'.,Question,Q Directives,NO,high,imperative — the '?' belongs to the game title
3896,[China pref Biden[+VP] as P?],Question,Q Questions,YES,high,"ends with ""?"""
4122,Q: Can I obtain detailed information about a current FBI investigation that I see in the news?,Question,Q Questions,YES,high,"ends with ""?"""
4127,[note: they all read from a teleprompter - who controls the message?],Question,Q Questions,YES,high,"ends with ""?"""
4454,"At the same time, they gave more power to their obedient followers, like Antifa, while keeping the rest of us trapped at home and censored online."" virus OR ELECTION?",Question,Q Questions,YES,high,"ends with ""?"""
4477,Q: can we prove it?,Question,Q Questions,YES,high,"ends with ""?"""
4477,Q: can we prove coordination?,Question,Q Questions,YES,high,"ends with ""?"""
4477,"Q: can we prove deliberate action to inc death count to justify vote-by-mail, stay-at-home, bail-out-state, kill-economy, kill-P-rallies, inc unemployment, etc?",Question,Q Questions,YES,high,"ends with ""?"""
4817,1st C19 case lands @ Seattle-Tacoma Airport [attack v POTUS?],Question,Q Questions,YES,high,"ends with ""?"""
4817,Mathematical probability [same day][natural vs controlled?],Question,Q Questions,YES,high,"ends with ""?"""
4844,Wasn't referring to Kansas' statement re: Clinton emails.,Question,Q Claims,NO,high,"statement, not a question"
4891,Biden risk turning over such material to a computer repair shop? [contents unrestricted?],Question,Q Questions,YES,high,"ends with ""?"""
100,Evil.,Religious / Spiritual Theme,Q Themes,YES,high,religion/spirituality theme
144,For [GOD & COUNTRY].,Religious / Spiritual Theme,Q Themes,YES,high,recurring movement refrain
520,CORRUPTION and EVIL DEEP WITHIN.,Religious / Spiritual Theme,Q Themes,YES,high,religion/spirituality theme
537,EVIL everywhere.,Religious / Spiritual Theme,Q Themes,YES,high,religion/spirituality theme
855,HELL on earth - HRC victory.,Religious / Spiritual Theme,Q Themes,YES,high,religion/spirituality theme
917,For GOD & COUNTRY (& WORLD).,Religious / Spiritual Theme,Q Themes,YES,high,recurring movement refrain
925,Good vs Evil.,Religious / Spiritual Theme,Q Themes,YES,high,recurring movement refrain
1373,EVIL everywhere.,Religious / Spiritual Theme,Q Themes,YES,high,religion/spirituality theme
1698,So help me God.,Religious / Spiritual Theme,Q Themes,YES,high,religion/spirituality theme
2049,For God & Country.,Religious / Spiritual Theme,Q Themes,YES,high,recurring movement refrain
3593,For God & Country.,Religious / Spiritual Theme,Q Themes,YES,high,recurring movement refrain
3594,For God & Country.,Religious / Spiritual Theme,Q Themes,YES,high,recurring movement refrain
3986,"For God and Country, Brother.",Religious / Spiritual Theme,Q Themes,YES,high,recurring movement refrain
4550,Anti-God.,Religious / Spiritual Theme,Q Themes,YES,high,religion/spirituality theme
70,The Great Awakening.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
76,The Great Awakening.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
119,MONEY.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
134,Dark to LIGHT.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
140,The Great Awakening.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
144,GERONIMO.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
158,The Great Awakening.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
194,THE SUM OF ALL FEARS.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
195,THE SUM OF ALL FEARS.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
199,THE SUM OF ALL FEARS.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
258,RED CROSS RED RED.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
259,RED RED 9/11.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
267,FLY HIGH.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
268,FAKE NEWS.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
281,MAGA.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
285,FREEDOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
310,The Great Awakening.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
316,The Great Awakening.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
325,NAT SEC.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
325,EVIL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
326,JUSTICE.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
333,FREEDOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
365,SHUTDOWN.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
365,SPLASH.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
365,FOX THREE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
373,CAP_H(9).,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
373,MAVERICK.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
380,NAT G.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
389,HEIDI FLEISS (EVIL/CLOWN/BLACKMAIL).,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
415,We stand together.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
432,MISSILE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
432,MISSLE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
432,FOX THREE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
432,SPLASH.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
436,PUBLIC/NARRATIVE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
436,STAGE SET FUTURE PREVENT/REMOVAL OP.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
437,EVIL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
437,STUPID.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
437,JUSTICE.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
438,EVIL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
438,STUPID.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
438,JUSTICE.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
466,AMERICA FOR SALE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
474,THE GREAT AWAKENING.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
483,FEAR.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
491,CORRUPT.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
491,BROKEN.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
491,TRAITORS!!!,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
491,JUSTICE.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
491,JAIL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
491,DEATH.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
501,FOR GOD & COUNTRY.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
519,SEC TEST.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
520,NO OTHER VEHICLE TO REGAIN ENTRY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
520,EVERYWHERE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
520,PATIENCE.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
520,TREASON AT HIGHEST LEVELS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
520,FOREIGN AGENTS WITHIN OUR GOV'T.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
520,HIGHEST LEVELS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
520,STRINGS CUT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
520,THE HUNT CONTINUES.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
520,PRISON.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
520,DEATH.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
521,[SCARE] NECESSARY EVENT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
521,PATRIOTS DAY.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
523,CHECKMATE.,Slogan / Heading / Label,Q Predictions,NO,high,predictive slogan
524,���.ON��AND��.>ON��.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
527,PUBLIC.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
528,PROMISE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
529,D LOST SLAVE GRIP.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
529,D LOST CENTER VOTERS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
529,MSM PROJECTS AS BIG MOVEMENT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
529,FAKE NEWS.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
529,4-6% LOST FOREVER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
532,MEMES/POSTS.,Slogan / Heading / Label,Q Directives,NO,high,call to action
532,MAKING AMERICA GREAT AGAIN!,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
533,NO MORE.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
534,WILL GUIDE.,Slogan / Heading / Label,Q Predictions,NO,high,predictive slogan
537,NO SUCH AGENCY - VITAL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
537,RAW INTEL - VITAL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
537,US MIL - VITAL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
537,SAFE COMMS - VITAL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
537,MESSAGE - VITAL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
540,WHAT A BIG NEWS DAY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
541,[8] FIRED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
541,[X] JAILED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
541,++ / + TICK TOCK.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
543,THE GREAT AWAKENING.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
558,STATE_OF_THE_UNION.,Slogan / Heading / Label,Q Entities,NO,high,entity reference
559,THE SHOT HEARD AROUND THE WORLD.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
560,THE SHOT HEARD AROUND THE WORLD.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
563,BUILDING THE ARMY.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
563,FOR GOD & COUNTRY - LEARN!,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
564,NO DEALS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
570,The Great Awakening.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
571,NOBODY.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
572,THE SHOT HEARD AROUND THE WORLD.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
572,THE GREAT AWAKENING.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
572,A WEEK TO REMEMBER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
584,FEAR.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
587,PREY.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
607,VERY VERY VERY IMPORTANT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
609,CONFIRMED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
626,FAKE>REAL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
626,BLIND>20/20.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
626,KILL_CHAIN.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
629,SPOOKY.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
632,SHEEP.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
632,REVOLUTION.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
632,TRUTH.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
636,FAKE NEWS.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
636,MUELLER FAKE NEWS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
646,APACHE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
653,CRASH.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
658,FREEDOM DAY.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
659,FREEDOM DAY.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
659,LIGHT.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
666,APACHE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
666,OUTRAGE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
666,JUSTICE.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
668,LEAKS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
668,CLASSIFIED.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
668,PAYMENTS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
668,FOREIGN ACCOUNTS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
668,CASH.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
668,SPOOK FILES.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
668,HOTELS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
668,BLACKMAIL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
679,SO MUCH!,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
679,RED OCTOBER.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
718,SICK!,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
722,RED_OCTOBER.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
758,"SEPT 7, 1776.",Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
767,UNITED WE STAND.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
779,CORRUPTION/INFILTRATION/SLUSH FUND.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
786,The Great Awakening.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
786,NO ESCAPE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
786,NO DEALS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
790,NOT RUSSIA.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
792,CONFIRMED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
792,GOOD.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
794,HIGHEST AUTHORITY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
804,DELTA [6] CONF.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
804,COMMS GOOD.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
804,OPERATIONAL.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
813,SLAVE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
813,SHEEP.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
813,DISTRACTION.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
817,STUPID.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
826,COMMS GOOD.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
830,BOOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
833,MIND WARFARE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
833,BOOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
834,BRIDGE-2.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
838,BOOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
839,FAKE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
840,THREAT.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
854,WEAK.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
854,Dark to LIGHT.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
878,BOOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
884,NO DEALS!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
936,FREEDOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
937,GLIMPSE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
937,PATRIOTS UNITE.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
945,BOOOOOM!,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
946,BOOM!,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
947,BOOM!!!!!!!!!!!!,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
952,HOSTAGE RELEASE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
953,BIG DEVELOPMENT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
953,TRAITORS EVERYWHERE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
953,AMERICA FOR SALE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
953,CLEARED OF ALL CHARGES.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
953,BIGGEST FEAR.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
953,PUBLIC AWAKENING.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
954,BOOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
954,BOOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
954,BOOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
959,NOBODY.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
963,RED_CASTLE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
963,GREEN_CASTLE.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
964,LAST STAND.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
964,BIDEN/CHINA VERY IMPORTANT MARKER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
964,IRAN NEXT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
964,$700B - MILITARY [THIS YEAR].,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
964,NATIONAL SECURITY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
964,NATIONAL SECURITY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
964,TIDAL WAVE INCOMING.,Slogan / Heading / Label,Q Predictions,NO,high,predictive slogan
965,OFFLINE FOR A REASON.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
967,POOF!,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
967,FF / DISTRACTIONS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
969,NO POWER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
972,GOOG WW.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
972,AMAZON WW.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
972,TWITTER WW.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
992,UNITY.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
992,AWAKENING.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
997,Dark to LIGHT.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
997,TRUTH.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1002,MONEY.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1002,POWER.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1002,INFLUENCE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1005,NO DEALS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1006,ROGUE_FAILURE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1006,PREPARED AT ALL COSTS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1007,APRIL SHOWERS.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
1008,AMERICA FOR SALE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1008,APRIL SHOWERS.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
1010,MONEY.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1010,POWER.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1010,SLAVES.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1010,SHEEP.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1010,PAWNS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1010,WARS [FAKE][TOP HAPPY][BACKEND DEAL].,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
