postNum,kind,identity,aliasesAttempted,aliasCount,postText
2524,namedEntities,Huber,,0,">>4115084 ⏎ Think multiple meanings. ⏎ ""Goodbye""  ⏎ 1. Fired and/or removed from DOJ ⏎ 2. Removed from SC oversight  ⏎ [2] completed ⏎ [1] coming? ⏎ Learn our comms. ⏎ HUBER FISA(S) [2-way street] ⏎ Q ⏎ "
2525,namedEntities,Huber,,0,">>4115161 ⏎ ""Goodbye"" Mr. Rosenstein. ⏎ >>>Removal > SC oversight ⏎ Did [RR] feel safe post AF1 30-min meeting w/ POTUS? ⏎ Did [RR] communicate meeting back to handlers? ⏎ When your 'enemy' feels in control…. ⏎ PANIC re: WHITAKER? ⏎ PANIC re: HUBER? ⏎ Why has the FISA court kept QUIET re: DISCOVERY OF FRAUD PERPETRATED ON COURT? ⏎ When an OPERATION is ACTIVE…. ⏎ These people are stupid. ⏎ Q ⏎ "
2548,namedEntities,Senate,,0,"https://twitter.com/Tom_Winter/status/1070140182907756544 ⏎ [Dec 4, 2018] ⏎ https://twitter.com/Tom_Winter/status/1070138096916799488 ⏎ ""NBC News: There appears, although the redacted documents do not make it completely clear, that there is a [[[+++separate criminal investigation going on outside of Special Counsel Robert Mueller's purview+++]]] for which Flynn has been providing significant assistance."" ⏎ Markers are important. ⏎ [Dec 4, 2017] > [Dec 4, 2018] ⏎ Think No Name. ⏎ Did Mueller have a choice in making the recommendation?  ⏎ Who does Mueller 'now' report to?  ⏎ Does WHITAKER also oversee HUBER + OIG? ⏎ What case(s) is HUBER + OIG + team of 470 currently working on? ⏎ Who has the server(s)? ⏎ Who has access to NSA UT Term1-12? ⏎ Does FISA grant access to NSA umbrella collection? ⏎ You are witnessing something [firsthand] that many cannot possibly comprehend or accept as realit"
2548,namedEntities,Huber,,0,"https://twitter.com/Tom_Winter/status/1070140182907756544 ⏎ [Dec 4, 2018] ⏎ https://twitter.com/Tom_Winter/status/1070138096916799488 ⏎ ""NBC News: There appears, although the redacted documents do not make it completely clear, that there is a [[[+++separate criminal investigation going on outside of Special Counsel Robert Mueller's purview+++]]] for which Flynn has been providing significant assistance."" ⏎ Markers are important. ⏎ [Dec 4, 2017] > [Dec 4, 2018] ⏎ Think No Name. ⏎ Did Mueller have a choice in making the recommendation?  ⏎ Who does Mueller 'now' report to?  ⏎ Does WHITAKER also oversee HUBER + OIG? ⏎ What case(s) is HUBER + OIG + team of 470 currently working on? ⏎ Who has the server(s)? ⏎ Who has access to NSA UT Term1-12? ⏎ Does FISA grant access to NSA umbrella collection? ⏎ You are witnessing something [firsthand] that many cannot possibly comprehend or accept as realit"
2548,namedEntities,Huber,,0,"https://twitter.com/Tom_Winter/status/1070140182907756544 ⏎ [Dec 4, 2018] ⏎ https://twitter.com/Tom_Winter/status/1070138096916799488 ⏎ ""NBC News: There appears, although the redacted documents do not make it completely clear, that there is a [[[+++separate criminal investigation going on outside of Special Counsel Robert Mueller's purview+++]]] for which Flynn has been providing significant assistance."" ⏎ Markers are important. ⏎ [Dec 4, 2017] > [Dec 4, 2018] ⏎ Think No Name. ⏎ Did Mueller have a choice in making the recommendation?  ⏎ Who does Mueller 'now' report to?  ⏎ Does WHITAKER also oversee HUBER + OIG? ⏎ What case(s) is HUBER + OIG + team of 470 currently working on? ⏎ Who has the server(s)? ⏎ Who has access to NSA UT Term1-12? ⏎ Does FISA grant access to NSA umbrella collection? ⏎ You are witnessing something [firsthand] that many cannot possibly comprehend or accept as realit"
2555,namedEntities,Huber,,0,">>4168720 ⏎ WHITAKER, HOROWITZ, HUBER, and WRAY. ⏎ Long meetings held within a SCIF [unusual] usually indicate something 'highly important' was discussed [planned]? ⏎ Q ⏎ "
2555,namedEntities,Whitaker,Whitaker,1,">>4168720 ⏎ WHITAKER, HOROWITZ, HUBER, and WRAY. ⏎ Long meetings held within a SCIF [unusual] usually indicate something 'highly important' was discussed [planned]? ⏎ Q ⏎ "
2555,namedEntities,Horowitz,Horowitz,1,">>4168720 ⏎ WHITAKER, HOROWITZ, HUBER, and WRAY. ⏎ Long meetings held within a SCIF [unusual] usually indicate something 'highly important' was discussed [planned]? ⏎ Q ⏎ "
2555,namedEntities,Wray,Wray,1,">>4168720 ⏎ WHITAKER, HOROWITZ, HUBER, and WRAY. ⏎ Long meetings held within a SCIF [unusual] usually indicate something 'highly important' was discussed [planned]? ⏎ Q ⏎ "
2559,namedEntities,God,God,1,"RUSSIA = THE REAL CONSPIRACY. ⏎ Define 'PROJECTION'. ⏎ What happens when they lose control and the TRUTH is exposed? ⏎ What happens when PEOPLE no longer believe or listen to the FAKE NEWS CONTROLLED MEDIA, CONTROLLED HOLLYWOOD, CONTROLLED BLUE CHECKMARK TWIT SHILLS, ETC ETC??? ⏎ THE GREAT AWAKENING. ⏎ SHEEP NO MORE. ⏎ WE, THE PEOPLE. ⏎ FOR GOD & COUNTRY - WE FIGHT! ⏎ Q ⏎ "
2561,namedEntities,Sessions,,0,">>4186896 ⏎ When did POTUS make the statement ""Calm Before the Storm?"" ⏎ When was HUBER activated by SESSIONS? ⏎ Who was/is assigned to HUBER? ⏎ ACTING AG PRIMARY PURPOSE? ⏎ SCARAMUCCI MODEL? ⏎ PUBLIC OPINION (OPTICS) DO NOT MATTER. ⏎ What was leaked today (on purpose?)? ⏎ https://twitter.com/johnrobertsFox/status/1070749777334292481 ⏎ HUBER to testify re: Clinton Foundation? ⏎ HUBER to reveal 'active' probe actively underway into organization? ⏎ OIG to release report #2 [overview indicating many 'potentially criminal referrals' made]? ⏎ ""We do not discuss active/ongoing DOJ / FBI investigations."" ⏎ MIL INTEL ⏎ FISA ⏎ THE WORLD IS WATCHING. ⏎ Q ⏎ "
2561,namedEntities,Huber,,0,">>4186896 ⏎ When did POTUS make the statement ""Calm Before the Storm?"" ⏎ When was HUBER activated by SESSIONS? ⏎ Who was/is assigned to HUBER? ⏎ ACTING AG PRIMARY PURPOSE? ⏎ SCARAMUCCI MODEL? ⏎ PUBLIC OPINION (OPTICS) DO NOT MATTER. ⏎ What was leaked today (on purpose?)? ⏎ https://twitter.com/johnrobertsFox/status/1070749777334292481 ⏎ HUBER to testify re: Clinton Foundation? ⏎ HUBER to reveal 'active' probe actively underway into organization? ⏎ OIG to release report #2 [overview indicating many 'potentially criminal referrals' made]? ⏎ ""We do not discuss active/ongoing DOJ / FBI investigations."" ⏎ MIL INTEL ⏎ FISA ⏎ THE WORLD IS WATCHING. ⏎ Q ⏎ "
2561,namedEntities,Huber,,0,">>4186896 ⏎ When did POTUS make the statement ""Calm Before the Storm?"" ⏎ When was HUBER activated by SESSIONS? ⏎ Who was/is assigned to HUBER? ⏎ ACTING AG PRIMARY PURPOSE? ⏎ SCARAMUCCI MODEL? ⏎ PUBLIC OPINION (OPTICS) DO NOT MATTER. ⏎ What was leaked today (on purpose?)? ⏎ https://twitter.com/johnrobertsFox/status/1070749777334292481 ⏎ HUBER to testify re: Clinton Foundation? ⏎ HUBER to reveal 'active' probe actively underway into organization? ⏎ OIG to release report #2 [overview indicating many 'potentially criminal referrals' made]? ⏎ ""We do not discuss active/ongoing DOJ / FBI investigations."" ⏎ MIL INTEL ⏎ FISA ⏎ THE WORLD IS WATCHING. ⏎ Q ⏎ "
2561,namedEntities,Huber,,0,">>4186896 ⏎ When did POTUS make the statement ""Calm Before the Storm?"" ⏎ When was HUBER activated by SESSIONS? ⏎ Who was/is assigned to HUBER? ⏎ ACTING AG PRIMARY PURPOSE? ⏎ SCARAMUCCI MODEL? ⏎ PUBLIC OPINION (OPTICS) DO NOT MATTER. ⏎ What was leaked today (on purpose?)? ⏎ https://twitter.com/johnrobertsFox/status/1070749777334292481 ⏎ HUBER to testify re: Clinton Foundation? ⏎ HUBER to reveal 'active' probe actively underway into organization? ⏎ OIG to release report #2 [overview indicating many 'potentially criminal referrals' made]? ⏎ ""We do not discuss active/ongoing DOJ / FBI investigations."" ⏎ MIL INTEL ⏎ FISA ⏎ THE WORLD IS WATCHING. ⏎ Q ⏎ "
2561,namedEntities,Huber,,0,">>4186896 ⏎ When did POTUS make the statement ""Calm Before the Storm?"" ⏎ When was HUBER activated by SESSIONS? ⏎ Who was/is assigned to HUBER? ⏎ ACTING AG PRIMARY PURPOSE? ⏎ SCARAMUCCI MODEL? ⏎ PUBLIC OPINION (OPTICS) DO NOT MATTER. ⏎ What was leaked today (on purpose?)? ⏎ https://twitter.com/johnrobertsFox/status/1070749777334292481 ⏎ HUBER to testify re: Clinton Foundation? ⏎ HUBER to reveal 'active' probe actively underway into organization? ⏎ OIG to release report #2 [overview indicating many 'potentially criminal referrals' made]? ⏎ ""We do not discuss active/ongoing DOJ / FBI investigations."" ⏎ MIL INTEL ⏎ FISA ⏎ THE WORLD IS WATCHING. ⏎ Q ⏎ "
2568,namedEntities,Brennan,,0,https://twitter.com/johnpodesta/status/1072137513899356160 ⏎ Define 'Projection'. ⏎ Define 'Getting Ahead of the Story'. ⏎ What is scheduled to happen this week? ⏎ Coincidence? ⏎ PANIC? ⏎ THIS IS AS REAL AS IT GETS. ⏎ NO ESCAPE. ⏎ NO DEALS. ⏎ ADD BRENNAN TO GRAPHIC AND UPDATE. ⏎ EVIL HAS NO PLACE HERE. ⏎ Q ⏎ 
2569,namedEntities,Freedom Caucus,Freedom Caucus,1,POTUS. ⏎ NSA. ⏎ UNITED STATES MILITARY (G) ⏎ THE FREEDOM CAUCUS (EST) ⏎ FOREIGN & DOMESTIC PATRIOTS. ⏎ 2015. ⏎ THE FIGHT TO SAVE THE WORLD. ⏎ Q ⏎ 
2576,namedEntities,Samantha Power,Samantha Power | SP,2,https://twitter.com/SamanthaJPower/status/1071755419499069441 ⏎ Those with the most to lose are the loudest. ⏎ Those who 'knowingly' broke the law in a coordinated effort [treason] are the most vocal.  ⏎ Crimes against Humanity.  ⏎ Q ⏎ 
2584,namedEntities,America,,0,https://www.foxnews.com/opinion/mark-levin-a-time-for-truth ⏎ Re: #5 Impeachment  ⏎ Impeachment requires 2/3rd vote by the Senate. ⏎ https://www.senate.gov/artandhistory/history/common/briefing/Senate_Impeachment_Role.htm ⏎ What are the odds of that? ⏎ YOU ARE WATCHING FAKE NEWS FAKE POLITICIANS FAKE HOLLYWOOD ALL PLAY TO THEIR 'DESTROY AMERICA' BASE. ⏎ #FactsMatter ⏎ Q ⏎ 
2596,namedEntities,Merkel,Merkel,1,https://twitter.com/tnewtondunn/status/1072905228498948096 ⏎ 'Tis the Season of Treason! ⏎ [MAY] ⏎ [MERKEL] ⏎ [MACRON] ⏎ NEVER STOP FIGHTING! ⏎ WWG1WGA!!! ⏎ Q ⏎ 
260,namedEntities,Flynn,,0,Who knows where the bodies are buried? ⏎ FLYNN is safe. ⏎ We protect our Patriots. ⏎ Q ⏎ 
2600,namedEntities,Sara Carter,Sara Carter | SC,2,https://saraacarter.com/clinton-whistleblowers-thursdays-public-hearing-to-reveal-explosive-information/ ⏎ Q ⏎ 
2601,namedEntities,Huber,,0,"https://twitter.com/paul_serran/status/1072953304165113857 ⏎ Goodbye, Mr. Rosenstein. ⏎ [RR] still overseeing SC? ⏎ https://oversight.house.gov/hearing/oversight-of-nonprofit-organizations-a-case-study-on-the-clinton-foundation/ ⏎ Schedule for tomorrow. ⏎ Where is HUBER? ⏎ NOBODY IS ABOVE THE LAW. ⏎ THE WORLD IS WATCHING. ⏎ Q ⏎ "
2603,namedEntities,Sessions,,0,>>4278743 ⏎ What if there's another prosecutor (outside of DC) assigned by SESSIONS w/ the same mandate/authority? ⏎ ONE FOR THE HISTORY BOOKS? ⏎ NOT LONG NOW. ⏎ Q ⏎ 
2604,namedEntities,Sessions,,0,">>4278980 ⏎ FALSE. ⏎ HUBER will bring SEVERE PAIN TO DC. ⏎ SESSIONS' forced release of name [HUBER] to House created another variable. ⏎ Use Logic. ⏎ Why would we tell you the plan if in doing so also alerts those who we are actively engaged in HUNTING? ⏎ You are witnessing, first-hand, the demise of those in power [OLD GUARD]. ⏎ Those who push simply have no grasp of reality.  ⏎ Those who push simply do not understand warfare tactics.  ⏎ Emotions cloud judgement. ⏎ Emotions cloud logic. ⏎ You have more than you know. ⏎ Securing the SENATE meant EVERYTHING. ⏎ Securing the SC meant EVERYTHING. ⏎ [Avoided Z]  ⏎ We, the PEOPLE. ⏎ ENOUGH IS ENOUGH. ⏎ TOGETHER WE WIN! ⏎ Do you think all these attacks on 'Q' (We, the People) is simply for a person on the internet who they label as a conspiracy?  ⏎ Think for yourself. ⏎ Trust yourself. ⏎ Research for yourself. ⏎ Be in control of yourself. ⏎ NEV"
2604,namedEntities,Senate,,0,">>4278980 ⏎ FALSE. ⏎ HUBER will bring SEVERE PAIN TO DC. ⏎ SESSIONS' forced release of name [HUBER] to House created another variable. ⏎ Use Logic. ⏎ Why would we tell you the plan if in doing so also alerts those who we are actively engaged in HUNTING? ⏎ You are witnessing, first-hand, the demise of those in power [OLD GUARD]. ⏎ Those who push simply have no grasp of reality.  ⏎ Those who push simply do not understand warfare tactics.  ⏎ Emotions cloud judgement. ⏎ Emotions cloud logic. ⏎ You have more than you know. ⏎ Securing the SENATE meant EVERYTHING. ⏎ Securing the SC meant EVERYTHING. ⏎ [Avoided Z]  ⏎ We, the PEOPLE. ⏎ ENOUGH IS ENOUGH. ⏎ TOGETHER WE WIN! ⏎ Do you think all these attacks on 'Q' (We, the People) is simply for a person on the internet who they label as a conspiracy?  ⏎ Think for yourself. ⏎ Trust yourself. ⏎ Research for yourself. ⏎ Be in control of yourself. ⏎ NEV"
2604,namedEntities,Huber,,0,">>4278980 ⏎ FALSE. ⏎ HUBER will bring SEVERE PAIN TO DC. ⏎ SESSIONS' forced release of name [HUBER] to House created another variable. ⏎ Use Logic. ⏎ Why would we tell you the plan if in doing so also alerts those who we are actively engaged in HUNTING? ⏎ You are witnessing, first-hand, the demise of those in power [OLD GUARD]. ⏎ Those who push simply have no grasp of reality.  ⏎ Those who push simply do not understand warfare tactics.  ⏎ Emotions cloud judgement. ⏎ Emotions cloud logic. ⏎ You have more than you know. ⏎ Securing the SENATE meant EVERYTHING. ⏎ Securing the SC meant EVERYTHING. ⏎ [Avoided Z]  ⏎ We, the PEOPLE. ⏎ ENOUGH IS ENOUGH. ⏎ TOGETHER WE WIN! ⏎ Do you think all these attacks on 'Q' (We, the People) is simply for a person on the internet who they label as a conspiracy?  ⏎ Think for yourself. ⏎ Trust yourself. ⏎ Research for yourself. ⏎ Be in control of yourself. ⏎ NEV"
2604,namedEntities,Huber,,0,">>4278980 ⏎ FALSE. ⏎ HUBER will bring SEVERE PAIN TO DC. ⏎ SESSIONS' forced release of name [HUBER] to House created another variable. ⏎ Use Logic. ⏎ Why would we tell you the plan if in doing so also alerts those who we are actively engaged in HUNTING? ⏎ You are witnessing, first-hand, the demise of those in power [OLD GUARD]. ⏎ Those who push simply have no grasp of reality.  ⏎ Those who push simply do not understand warfare tactics.  ⏎ Emotions cloud judgement. ⏎ Emotions cloud logic. ⏎ You have more than you know. ⏎ Securing the SENATE meant EVERYTHING. ⏎ Securing the SC meant EVERYTHING. ⏎ [Avoided Z]  ⏎ We, the PEOPLE. ⏎ ENOUGH IS ENOUGH. ⏎ TOGETHER WE WIN! ⏎ Do you think all these attacks on 'Q' (We, the People) is simply for a person on the internet who they label as a conspiracy?  ⏎ Think for yourself. ⏎ Trust yourself. ⏎ Research for yourself. ⏎ Be in control of yourself. ⏎ NEV"
2633,namedEntities,US Senate,US Senate,1,"https://www.foxnews.com/politics/mccain-associate-gave-unverified-steele-dossier-to-buzzfeed-court-filing-says ⏎ ""McCain associate shared unverified Steele dossier with Buzzfeed, court filing says."" ⏎ Drop Dec 22 2017: ⏎ US SEN NO NAME> ⏎ NEWS SHOP> ⏎ BUZZF> ⏎ News unlocks. ⏎ You have the keystone. ⏎ Q ⏎ "
2640,namedEntities,Hussein,,0,"https://twitter.com/HillaryClinton/status/1076128583419088896 ⏎ HUSSEIN ""ISIS JV TEAM…."" ⏎ Did ISIS form on HUSSEIN's watch? ⏎ Did HUSSEIN take care of business or allow them to expand? ⏎ How long did it take POTUS to ERADICATE and DESTROY ISIS? ⏎ THE AMERICAN PEOPLE ARE WAKING UP TO THE TRUTH. ⏎ https://www.investors.com/politics/editorials/197-military-officers-purged-by-obama/ ⏎ Why did HUSSEIN attempt to destroy our military (weaken)? ⏎ What was the 16-year plan to destroy America? ⏎ Why did HUSSEIN install traitors at the highest levels of our Gov't? ⏎ Think DOJ. ⏎ Think FBI. ⏎ Think C_A. ⏎ Think NAT SEC. ⏎ Why did HUSSEIN bring people into the WH who HATE AMERICA and what we stand for? ⏎ What years did HRC serve as Sec of State? ⏎ What years did ISIS expand? ⏎ Why did HUSSEIN put restrictions on US MIL COMMAND re: ABILITY TO ATTACK TARGETS AT WILL > WH DIRECT APPROVAL REQ FOR EACH "
2640,namedEntities,Hussein,,0,"https://twitter.com/HillaryClinton/status/1076128583419088896 ⏎ HUSSEIN ""ISIS JV TEAM…."" ⏎ Did ISIS form on HUSSEIN's watch? ⏎ Did HUSSEIN take care of business or allow them to expand? ⏎ How long did it take POTUS to ERADICATE and DESTROY ISIS? ⏎ THE AMERICAN PEOPLE ARE WAKING UP TO THE TRUTH. ⏎ https://www.investors.com/politics/editorials/197-military-officers-purged-by-obama/ ⏎ Why did HUSSEIN attempt to destroy our military (weaken)? ⏎ What was the 16-year plan to destroy America? ⏎ Why did HUSSEIN install traitors at the highest levels of our Gov't? ⏎ Think DOJ. ⏎ Think FBI. ⏎ Think C_A. ⏎ Think NAT SEC. ⏎ Why did HUSSEIN bring people into the WH who HATE AMERICA and what we stand for? ⏎ What years did HRC serve as Sec of State? ⏎ What years did ISIS expand? ⏎ Why did HUSSEIN put restrictions on US MIL COMMAND re: ABILITY TO ATTACK TARGETS AT WILL > WH DIRECT APPROVAL REQ FOR EACH "
2640,namedEntities,Hussein,,0,"https://twitter.com/HillaryClinton/status/1076128583419088896 ⏎ HUSSEIN ""ISIS JV TEAM…."" ⏎ Did ISIS form on HUSSEIN's watch? ⏎ Did HUSSEIN take care of business or allow them to expand? ⏎ How long did it take POTUS to ERADICATE and DESTROY ISIS? ⏎ THE AMERICAN PEOPLE ARE WAKING UP TO THE TRUTH. ⏎ https://www.investors.com/politics/editorials/197-military-officers-purged-by-obama/ ⏎ Why did HUSSEIN attempt to destroy our military (weaken)? ⏎ What was the 16-year plan to destroy America? ⏎ Why did HUSSEIN install traitors at the highest levels of our Gov't? ⏎ Think DOJ. ⏎ Think FBI. ⏎ Think C_A. ⏎ Think NAT SEC. ⏎ Why did HUSSEIN bring people into the WH who HATE AMERICA and what we stand for? ⏎ What years did HRC serve as Sec of State? ⏎ What years did ISIS expand? ⏎ Why did HUSSEIN put restrictions on US MIL COMMAND re: ABILITY TO ATTACK TARGETS AT WILL > WH DIRECT APPROVAL REQ FOR EACH "
2640,namedEntities,Hussein,,0,"https://twitter.com/HillaryClinton/status/1076128583419088896 ⏎ HUSSEIN ""ISIS JV TEAM…."" ⏎ Did ISIS form on HUSSEIN's watch? ⏎ Did HUSSEIN take care of business or allow them to expand? ⏎ How long did it take POTUS to ERADICATE and DESTROY ISIS? ⏎ THE AMERICAN PEOPLE ARE WAKING UP TO THE TRUTH. ⏎ https://www.investors.com/politics/editorials/197-military-officers-purged-by-obama/ ⏎ Why did HUSSEIN attempt to destroy our military (weaken)? ⏎ What was the 16-year plan to destroy America? ⏎ Why did HUSSEIN install traitors at the highest levels of our Gov't? ⏎ Think DOJ. ⏎ Think FBI. ⏎ Think C_A. ⏎ Think NAT SEC. ⏎ Why did HUSSEIN bring people into the WH who HATE AMERICA and what we stand for? ⏎ What years did HRC serve as Sec of State? ⏎ What years did ISIS expand? ⏎ Why did HUSSEIN put restrictions on US MIL COMMAND re: ABILITY TO ATTACK TARGETS AT WILL > WH DIRECT APPROVAL REQ FOR EACH "
2640,namedEntities,Hussein,,0,"https://twitter.com/HillaryClinton/status/1076128583419088896 ⏎ HUSSEIN ""ISIS JV TEAM…."" ⏎ Did ISIS form on HUSSEIN's watch? ⏎ Did HUSSEIN take care of business or allow them to expand? ⏎ How long did it take POTUS to ERADICATE and DESTROY ISIS? ⏎ THE AMERICAN PEOPLE ARE WAKING UP TO THE TRUTH. ⏎ https://www.investors.com/politics/editorials/197-military-officers-purged-by-obama/ ⏎ Why did HUSSEIN attempt to destroy our military (weaken)? ⏎ What was the 16-year plan to destroy America? ⏎ Why did HUSSEIN install traitors at the highest levels of our Gov't? ⏎ Think DOJ. ⏎ Think FBI. ⏎ Think C_A. ⏎ Think NAT SEC. ⏎ Why did HUSSEIN bring people into the WH who HATE AMERICA and what we stand for? ⏎ What years did HRC serve as Sec of State? ⏎ What years did ISIS expand? ⏎ Why did HUSSEIN put restrictions on US MIL COMMAND re: ABILITY TO ATTACK TARGETS AT WILL > WH DIRECT APPROVAL REQ FOR EACH "
2640,namedEntities,Hussein,,0,"https://twitter.com/HillaryClinton/status/1076128583419088896 ⏎ HUSSEIN ""ISIS JV TEAM…."" ⏎ Did ISIS form on HUSSEIN's watch? ⏎ Did HUSSEIN take care of business or allow them to expand? ⏎ How long did it take POTUS to ERADICATE and DESTROY ISIS? ⏎ THE AMERICAN PEOPLE ARE WAKING UP TO THE TRUTH. ⏎ https://www.investors.com/politics/editorials/197-military-officers-purged-by-obama/ ⏎ Why did HUSSEIN attempt to destroy our military (weaken)? ⏎ What was the 16-year plan to destroy America? ⏎ Why did HUSSEIN install traitors at the highest levels of our Gov't? ⏎ Think DOJ. ⏎ Think FBI. ⏎ Think C_A. ⏎ Think NAT SEC. ⏎ Why did HUSSEIN bring people into the WH who HATE AMERICA and what we stand for? ⏎ What years did HRC serve as Sec of State? ⏎ What years did ISIS expand? ⏎ Why did HUSSEIN put restrictions on US MIL COMMAND re: ABILITY TO ATTACK TARGETS AT WILL > WH DIRECT APPROVAL REQ FOR EACH "
2640,namedEntities,Hussein,,0,"https://twitter.com/HillaryClinton/status/1076128583419088896 ⏎ HUSSEIN ""ISIS JV TEAM…."" ⏎ Did ISIS form on HUSSEIN's watch? ⏎ Did HUSSEIN take care of business or allow them to expand? ⏎ How long did it take POTUS to ERADICATE and DESTROY ISIS? ⏎ THE AMERICAN PEOPLE ARE WAKING UP TO THE TRUTH. ⏎ https://www.investors.com/politics/editorials/197-military-officers-purged-by-obama/ ⏎ Why did HUSSEIN attempt to destroy our military (weaken)? ⏎ What was the 16-year plan to destroy America? ⏎ Why did HUSSEIN install traitors at the highest levels of our Gov't? ⏎ Think DOJ. ⏎ Think FBI. ⏎ Think C_A. ⏎ Think NAT SEC. ⏎ Why did HUSSEIN bring people into the WH who HATE AMERICA and what we stand for? ⏎ What years did HRC serve as Sec of State? ⏎ What years did ISIS expand? ⏎ Why did HUSSEIN put restrictions on US MIL COMMAND re: ABILITY TO ATTACK TARGETS AT WILL > WH DIRECT APPROVAL REQ FOR EACH "
2643,namedEntities,Sessions,,0,https://twitter.com/brithume/status/1080929050120593410 ⏎ What happens when all 'insiders' know the news is FAKE? ⏎ What happens when all 'insiders' know [AS] is the leak of false data? ⏎ What happens when a member of the House Intel Comm purposely leaks FAKE & FALSE data to 'friendly' news sources in order to maintain & portray a FALSE NARRATIVE to the public?  ⏎ How do you build a case against a member of the House Intel Comm if they themselves have access to the intelligence?  ⏎ What critical 'mission' did SESSIONS publicly announce re: leaks?  ⏎ Why did SESSIONS make this PUBLIC? ⏎ Optics are important. ⏎ Control of the NARRATIVE. ⏎ TRUTH & TRANSPARENCY IS THE ONLY WAY FORWARD> ⏎ RE: MUELLER deleted 'critical' text messages between PS+LP? ⏎ Re_read Re: [MUELLER] designed to…. ⏎ The 'MUELLER' insurance policy has expired. ⏎ Q ⏎ 
2643,namedEntities,Sessions,,0,https://twitter.com/brithume/status/1080929050120593410 ⏎ What happens when all 'insiders' know the news is FAKE? ⏎ What happens when all 'insiders' know [AS] is the leak of false data? ⏎ What happens when a member of the House Intel Comm purposely leaks FAKE & FALSE data to 'friendly' news sources in order to maintain & portray a FALSE NARRATIVE to the public?  ⏎ How do you build a case against a member of the House Intel Comm if they themselves have access to the intelligence?  ⏎ What critical 'mission' did SESSIONS publicly announce re: leaks?  ⏎ Why did SESSIONS make this PUBLIC? ⏎ Optics are important. ⏎ Control of the NARRATIVE. ⏎ TRUTH & TRANSPARENCY IS THE ONLY WAY FORWARD> ⏎ RE: MUELLER deleted 'critical' text messages between PS+LP? ⏎ Re_read Re: [MUELLER] designed to…. ⏎ The 'MUELLER' insurance policy has expired. ⏎ Q ⏎ 
2643,namedEntities,Mueller,,0,https://twitter.com/brithume/status/1080929050120593410 ⏎ What happens when all 'insiders' know the news is FAKE? ⏎ What happens when all 'insiders' know [AS] is the leak of false data? ⏎ What happens when a member of the House Intel Comm purposely leaks FAKE & FALSE data to 'friendly' news sources in order to maintain & portray a FALSE NARRATIVE to the public?  ⏎ How do you build a case against a member of the House Intel Comm if they themselves have access to the intelligence?  ⏎ What critical 'mission' did SESSIONS publicly announce re: leaks?  ⏎ Why did SESSIONS make this PUBLIC? ⏎ Optics are important. ⏎ Control of the NARRATIVE. ⏎ TRUTH & TRANSPARENCY IS THE ONLY WAY FORWARD> ⏎ RE: MUELLER deleted 'critical' text messages between PS+LP? ⏎ Re_read Re: [MUELLER] designed to…. ⏎ The 'MUELLER' insurance policy has expired. ⏎ Q ⏎ 
2643,namedEntities,Mueller,,0,https://twitter.com/brithume/status/1080929050120593410 ⏎ What happens when all 'insiders' know the news is FAKE? ⏎ What happens when all 'insiders' know [AS] is the leak of false data? ⏎ What happens when a member of the House Intel Comm purposely leaks FAKE & FALSE data to 'friendly' news sources in order to maintain & portray a FALSE NARRATIVE to the public?  ⏎ How do you build a case against a member of the House Intel Comm if they themselves have access to the intelligence?  ⏎ What critical 'mission' did SESSIONS publicly announce re: leaks?  ⏎ Why did SESSIONS make this PUBLIC? ⏎ Optics are important. ⏎ Control of the NARRATIVE. ⏎ TRUTH & TRANSPARENCY IS THE ONLY WAY FORWARD> ⏎ RE: MUELLER deleted 'critical' text messages between PS+LP? ⏎ Re_read Re: [MUELLER] designed to…. ⏎ The 'MUELLER' insurance policy has expired. ⏎ Q ⏎ 
2643,namedEntities,Mueller,,0,https://twitter.com/brithume/status/1080929050120593410 ⏎ What happens when all 'insiders' know the news is FAKE? ⏎ What happens when all 'insiders' know [AS] is the leak of false data? ⏎ What happens when a member of the House Intel Comm purposely leaks FAKE & FALSE data to 'friendly' news sources in order to maintain & portray a FALSE NARRATIVE to the public?  ⏎ How do you build a case against a member of the House Intel Comm if they themselves have access to the intelligence?  ⏎ What critical 'mission' did SESSIONS publicly announce re: leaks?  ⏎ Why did SESSIONS make this PUBLIC? ⏎ Optics are important. ⏎ Control of the NARRATIVE. ⏎ TRUTH & TRANSPARENCY IS THE ONLY WAY FORWARD> ⏎ RE: MUELLER deleted 'critical' text messages between PS+LP? ⏎ Re_read Re: [MUELLER] designed to…. ⏎ The 'MUELLER' insurance policy has expired. ⏎ Q ⏎ 
