recordId,postNum,storedPhrase,sentenceText,directivePhrase,authorshipState,sourceType,priorRuling,v3Ruling,proposedRuling,themes,reason
"473#1","473","God bless each and every one of you.","God bless each and every one of you.","God bless each and every one of you.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"4739#0","4739","Make me brave, so I can stand and fight the spiritual battles in my life and in our world.","Make me brave, so I can stand and fight the spiritual battles in my life and in our world.","Make me brave, so I can stand and fight the spiritual battles in my life and in our world.","QUOTED_OR_EMBEDDED","QUOTED_PRAYER","REMOVE_PRAYER_TEXT","","REMOVE_PRAYER_TEXT","","reproduced prayer text"
"4739#1","4739","Give me your wisdom and discernment so I won't be caught off guard.","Give me your wisdom and discernment so I won't be caught off guard.","Give me your wisdom and discernment so I won't be caught off guard.","QUOTED_OR_EMBEDDED","QUOTED_PRAYER","REMOVE_PRAYER_TEXT","","REMOVE_PRAYER_TEXT","","reproduced prayer text"
"4746#0","4746","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4760#0","4760","Have faith in your research.","Have faith in your research.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"481#1","481","GOD BLESS.","GOD BLESS.","GOD BLESS.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"488#0","488","God bless Patriots.","God bless Patriots.","God bless Patriots.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"490#0","490","God bless each and every Patriot in the world.","God bless each and every Patriot in the world.","God bless each and every Patriot in the world.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","KEEP_Q_DIRECTIVE","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"490#1","490","Let FREEDOM RING.","Let FREEDOM RING.","Let FREEDOM RING.","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP_Q_DIRECTIVE","","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"4915#0","4915","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4923#2","4923","God bless you.","God bless you.","God bless you.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"5#2","5","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"521#0","521","Have FAITH - WE ARE IN CONTROL.","Have FAITH - WE ARE IN CONTROL.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"521#1","521","HAVE FAITH.","HAVE FAITH.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"533#2","533","GOD BLESS YOU AND GOD BLESS THE UNITED STATES OF AMERICA.","GOD BLESS YOU AND GOD BLESS THE UNITED STATES OF AMERICA.","GOD BLESS YOU AND GOD BLESS THE UNITED STATES OF AMERICA.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"55#1","55","God bless.","God bless.","God bless.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"556#0","556","Have FAITH, Patriot.","Have FAITH, Patriot.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"566#2","566","Make sure to learn Russian.","Make sure to learn Russian.","Make sure to learn Russian.","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP_Q_DIRECTIVE","","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"6#5","6","Again, there are a lot more good people than bad so have faith.","Again, there are a lot more good people than bad so have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"603#0","603","GOD BLESS YOU ALL.","GOD BLESS YOU ALL.","GOD BLESS YOU ALL.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"617#2","617","Re-read past crumbs re: security.","Re-read past crumbs re: security.","Re-read past crumbs re: security.","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP_Q_DIRECTIVE","","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"668#3","668","HAVE FAITH.","HAVE FAITH.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"67#1","67","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"690#0","690","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"70#0","70","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"70#2","70","God bless.","God bless.","God bless.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"737#0","737","Godspeed.","Godspeed.","Godspeed.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"738#0","738","Understand one simple fact - the US is connected to the rest of the world.","Understand one simple fact - the US is connected to the rest of the world.","Understand one simple fact - the US is connected to the rest of the world.","QUOTED_OR_EMBEDDED","QUOTED_THIRD_PARTY","REMOVE_QUOTED_OR_THIRD_PARTY","","REMOVE_QUOTED_OR_THIRD_PARTY","","pasted passage directly beneath a source link or pointer"
"74#0","74","God bless.","God bless.","God bless.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"76#0","76","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"76#2","76","God bless.","God bless.","God bless.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"767#1","767","GOD BLESS, Q","GOD BLESS, Q","GOD BLESS,","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","","REMOVE_BLESSING_OR_VALEDICTION","","blessing/valediction, Q signature cut into its own span (rule 7)"
"78#0","78","God bless.","God bless.","God bless.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"793#0","793","GO WITH GOD.","GO WITH GOD.","GO WITH GOD.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"837#1","837","GOD BLESS YOU ALL.","GOD BLESS YOU ALL.","GOD BLESS YOU ALL.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","KEEP_Q_DIRECTIVE","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"837#2","837","TRUST.","TRUST.","TRUST.","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP_Q_DIRECTIVE","","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"856#1","856","God bless our brave men & women in uniform.","God bless our brave men & women in uniform.","God bless our brave men & women in uniform.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"902#0","902","Godspeed.","Godspeed.","Godspeed.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"937#3","937","God bless.","God bless.","God bless.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"95#1","95","God bless.","God bless.","God bless.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"96#0","96","God bless, Patriots.","God bless, Patriots.","God bless, Patriots.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
