stableOccurrenceId,postNum,oldRuling,finalRuling,oldSentenceText,newFullSentenceText,directivePhrase,directiveSegments,religiousSegment,themes,authorshipState,sourceType,dataAction,reason
"3309#0","3309","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Bait'.","Define ‘Bait’.","Define ‘Bait’.","Define ‘Bait’.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3310#0","3310","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Reconcile using logic.","Reconcile using logic.","Reconcile using logic.","Reconcile using logic.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3310#1","3310","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","THINK FOR YOURSELF.","THINK FOR YOURSELF.","THINK FOR YOURSELF.","THINK FOR YOURSELF.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3312#0","3312","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think BLOCKADE.","Think BLOCKADE.","Think BLOCKADE.","Think BLOCKADE.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3317#0","3317","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Listen very carefully to statements made by Joe D.","Listen very carefully to statements made by Joe D.","Listen very carefully to statements made by Joe D.","Listen very carefully to statements made by Joe D.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"332#0","332","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Be prepared to lose access.","Be prepared to lose access.","Be prepared to lose access.","Be prepared to lose access.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3322#0","3322","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Stay tuned.","Stay tuned.","Stay tuned.","Stay tuned.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3325#0","3325","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Renegade'.","Define 'Renegade'.","Define 'Renegade'.","Define 'Renegade'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3326#0","3326","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","DRAIN THE [SWAMP].","DRAIN THE [SWAMP].","DRAIN THE [SWAMP].","DRAIN THE [SWAMP].","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3331#0","3331","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Enjoy the show!","Enjoy the show!","Enjoy the show!","Enjoy the show!","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3333#0","3333","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Eyes on.","Eyes on.","Eyes on.","Eyes on.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3338#0","3338","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Follow the watch.","Follow the watch.","Follow the watch.","Follow the watch.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3350#0","3350","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Be ready.","Be ready.","Be ready.","Be ready.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"336#0","336","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Have faith.","Have faith.","have faith","have faith","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"3362#0","3362","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Connect the dots.","Connect the dots.","Connect the dots.","Connect the dots.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3366#0","3366","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Connect the dots.","Connect the dots.","Connect the dots.","Connect the dots.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"337#0","337","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Watch, confirm, and disseminate.","Watch, confirm, and disseminate.","Watch, confirm, and disseminate.","Watch, confirm, and disseminate.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"337#1","337","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Have faith.","Have faith.","have faith","have faith","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"337#2","337","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Patriots, rest assured we are in control.","Patriots, rest assured we are in control.","Patriots, rest assured we are in control.","Patriots, rest assured we are in control.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"337#3","337","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Re-read crumbs re: slave grip the D's have on the black pop.","Re-read crumbs re: slave grip the D's have on the black pop.","Re-read crumbs re: slave grip the D's have on the black pop.","Re-read crumbs re: slave grip the D's have on the black pop.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3371#0","3371","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Sometimes you need to 'take one for the team publicly' before you are vindicated as a hero.","Sometimes you need to 'take one for the team publicly' before you are vindicated as a hero.","Sometimes you need to 'take one for the team publicly' before you are vindicated as a hero.","Sometimes you need to 'take one for the team publicly' before you are vindicated as a hero.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3373#0","3373","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Sleep well.","Sleep well.","Sleep well.","Sleep well.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3381#0","3381","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE",">Follow the Family",">Follow the Family",">Follow the Family",">Follow the Family","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","greentext arrow with no matching quoted source — Q's own bullet"
"3381#1","3381","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","DRAIN THE SWAMP.","DRAIN THE SWAMP.","DRAIN THE SWAMP.","DRAIN THE SWAMP.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3383#0","3383","REMOVE_QUOTED_OR_THIRD_PARTY","REMOVE_QUOTED_OR_THIRD_PARTY","Imagine what would happen, if, by law, every US Congressman/woman, US Senator, President etc. was by US law audited every 1-2 years by an independent agency.","","Imagine what would happen, if, by law, every US Congressman/woman, US Senator, President etc. was by US law audited every 1-2 years by an independent agency.","Imagine what would happen, if, by law, every US Congressman/woman, US Senator, President etc. was by US law audited every 1-2 years by an independent agency.","","","QUOTED_OR_EMBEDDED","QUOTED_THIRD_PARTY","REMOVE_FROM_DIRECTIVES","pasted passage directly beneath a source link or pointer"
"3383#1","3383","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","DRAIN THE SWAMP.","DRAIN THE SWAMP.","DRAIN THE SWAMP.","DRAIN THE SWAMP.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3385#0","3385","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Expect a lot more to become public (unsealing).","Expect a lot more to become public (unsealing).","Expect a lot more to become public (unsealing).","Expect a lot more to become public (unsealing).","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3387#0","3387","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Listen very carefully (again).","Listen very carefully (again).","Listen very carefully (again).","Listen very carefully (again).","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3387#1","3387","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Note past (2) years.","Note past (2) years.","Note past (2) years.","Note past (2) years.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3387#2","3387","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Note next (6) years.","Note next (6) years.","Note next (6) years.","Note next (6) years.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3399#0","3399","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Ask yourself, is this normal?","Ask yourself, is this normal?","Ask yourself, is this normal?","Ask yourself, is this normal?","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"34#0","34","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Rest assured, the safety and well-being of every man, woman, and child of this country is being exhausted in full.","Rest assured, the safety and well-being of every man, woman, and child of this country is being exhausted in full.","Rest assured","Rest assured","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","""Rest assured,"" with the comma is the same imperative construction as #1613 and #51, here fronting a long reassurance clause."
"3401#0","3401","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Note ""2013"" on the bottom.","Note ""2013"" on the bottom.","Note ""2013"" on the bottom.","Note ""2013"" on the bottom.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3404#0","3404","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Follow the date.","Follow the date.","Follow the date.","Follow the date.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3409#0","3409","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Trust yourself (always).","Trust yourself (always).","Trust yourself (always).","Trust yourself (always).","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"341#0","341","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Review the law.","Review the law.","Review the law.","Review the law.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3417#0","3417","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Find the bridge.","Find the bridge.","Find the bridge.","Find the bridge.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3417#1","3417","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think Company.","Think Company.","Think Company.","Think Company.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3417#2","3417","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","GO BACKWARDS.","GO BACKWARDS.","GO BACKWARDS.","GO BACKWARDS.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3417#3","3417","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE",">>>>>>>>WATCH NYC<<<<<<<<<",">>>>>>>>WATCH NYC<<<<<<<<<",">>>>>>>>WATCH NYC<<<<<<<<<",">>>>>>>>WATCH NYC<<<<<<<<<","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3418#0","3418","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Watch CA.","Watch CA.","Watch CA.","Watch CA.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3428#0","3428","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Follow the Family.","Follow the Family.","Follow the Family.","Follow the Family.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3428#1","3428","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Open source.","Open source.","Open source.","Open source.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3428#2","3428","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Find [4] http://www.zimbio.com/photos/Ghislaine+Maxwell/2014+ETM+Children+Benefit+Gala/Vl0uC7GgK_w","Find [4] http://www.zimbio.com/photos/Ghislaine+Maxwell/2014+ETM+Children+Benefit+Gala/Vl0uC7GgK_w","Find [4]","Find [4]","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3428#3","3428","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Find [4]","Find [4]","Find [4]","Find [4]","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3429#0","3429","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Reconcile.","Reconcile.","Reconcile.","Reconcile.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3431#0","3431","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think LdR.","Think LdR.","Think LdR.","Think LdR.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3431#1","3431","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think Epstein.","Think Epstein.","Think Epstein.","Think Epstein.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3431#2","3431","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think…….","Think…….","Think…….","Think…….","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3431#3","3431","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think Gloria V.","Think Gloria V.","Think Gloria V.","Think Gloria V.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3433#0","3433","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think size & scope of continual MSM attack(s).","Think size & scope of continual MSM attack(s).","Think size & scope of continual MSM attack(s).","Think size & scope of continual MSM attack(s).","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3435#0","3435","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Watch the news.","Watch the news.","Watch the news.","Watch the news.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3436#0","3436","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Projection'.","Define 'Projection'.","Define 'Projection'.","Define 'Projection'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3437#0","3437","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think for yourself.","Think for yourself.","Think for yourself.","Think for yourself.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3437#1","3437","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","SEE truth.","SEE truth.","SEE truth.","SEE truth.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"344#0","344","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Focus on papers on table.","Focus on papers on table.","Focus on papers on table.","Focus on papers on table.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"345#0","345","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Archive - watchers will now erase from web.","Archive - watchers will now erase from web.","Archive - watchers will now erase from web.","Archive - watchers will now erase from web.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"345#1","345","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Enhance.","Enhance.","Enhance.","Enhance.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3453#0","3453","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Note the date of the post - Nov 2017.","Note the date of the post - Nov 2017.","Note the date of the post - Nov 2017.","Note the date of the post - Nov 2017.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3453#1","3453","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Note events happening today.","Note events happening today.","Note events happening today.","Note events happening today.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3453#2","3453","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Reconcile.","Reconcile.","Reconcile.","Reconcile.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3454#0","3454","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think for yourself.","Think for yourself.","Think for yourself.","Think for yourself.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3455#0","3455","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Reconcile.","Reconcile.","Reconcile.","Reconcile.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3459#0","3459","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Ask yourself a very simple Q - why?","Ask yourself a very simple Q - why?","Ask yourself a very simple Q - why?","Ask yourself a very simple Q - why?","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"346#0","346","REMOVE_BLESSING_OR_VALEDICTION","REMOVE_BLESSING_OR_VALEDICTION","Godspeed, Patriots.","","Godspeed, Patriots.","Godspeed, Patriots.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_FROM_DIRECTIVES","blessing or valediction, not a command"
"3466#0","3466","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Enjoy the show!","Enjoy the show!","Enjoy the show!","Enjoy the show!","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3488#0","3488","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Analyze carefully.","Analyze carefully.","Analyze carefully.","Analyze carefully.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"349#0","349","REMOVE_BLESSING_OR_VALEDICTION","REMOVE_BLESSING_OR_VALEDICTION","God bless, Q","","God bless,","God bless,","","","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_FROM_DIRECTIVES","blessing/valediction, Q signature cut into its own span (rule 7)"
"3490#0","3490","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Archive and save.","Archive and save.","Archive and save.","Archive and save.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3491#0","3491","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Eyes on.","Eyes on.","Eyes on.","Eyes on.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3494#0","3494","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Expand your thinking.","Expand your thinking.","Expand your thinking.","Expand your thinking.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"35#0","35","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Follow the questions from the previous thread(s) and remain calm, the primary targets are within DC and remain at the top (on both sides).","Follow the questions from the previous thread(s) and remain calm, the primary targets are within DC and remain at the top (on both sides).","Follow the questions from the previous thread(s) and remain calm, the primary targets are within DC and remain at the top (on both sides).","Follow the questions from the previous thread(s) and remain calm, the primary targets are within DC and remain at the top (on both sides).","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"35#1","35","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Look for more false flags – stay alert, be vigilant, and above all, please pray.","Look for more false flags – stay alert, be vigilant, and above all, please pray.","Look for more false flags – stay alert, be vigilant, and above all, please pray.","Look for more false flags – stay alert, be vigilant, and above all, please pray.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"35#2","35","REMOVE_BLESSING_OR_VALEDICTION","REMOVE_BLESSING_OR_VALEDICTION","God bless my fellow Americans.","","God bless my fellow Americans.","God bless my fellow Americans.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_FROM_DIRECTIVES","blessing or valediction, not a command"
"35#3","35","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","It is time to take back our country and make America great again.","It is time to take back our country and make America great again.","It is time to take back our country and make America great again.","It is time to take back our country and make America great again.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"35#4","35","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","Let us salute and pray for the brave men and women in uniform who will undertake this assignment to bring forth peace, unity, and return power to the people.","Let us salute and pray for the brave men and women in uniform who will undertake this assignment to bring forth peace, unity, and return power to the people.","Let us salute and pray for the brave men and women in uniform who will undertake this assignment to bring forth peace, unity, and return power to the people.","Let us salute and pray for the brave men and women in uniform who will undertake this assignment to bring forth peace, unity, and return power to the people.","","Religion & Spirituality","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"350#0","350","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Find the spider(s) and build the web (the 'map').","Find the spider(s) and build the web (the ‘map’).","Find the spider(s) and build the web (the ‘map’).","Find the spider(s) and build the web (the ‘map’).","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"350#1","350","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Remember, they consider you to be the fly (specifically, the 'feeder').","Remember, they consider you to be the fly (specifically, the ‘feeder’).","Remember, they consider you to be the fly (specifically, the ‘feeder’).","Remember, they consider you to be the fly (specifically, the ‘feeder’).","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"350#2","350","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Remember, they never thought she was going to lose.","Remember, they never thought she was going to lose.","Remember, they never thought she was going to lose.","Remember, they never thought she was going to lose.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"350#3","350","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Follow the husbands.","Follow the husbands.","Follow the husbands.","Follow the husbands.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3501#0","3501","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'False Flag'.","Define 'False Flag'.","Define 'False Flag'.","Define 'False Flag'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3503#0","3503","REMOVE_BLESSING_OR_VALEDICTION","REMOVE_BLESSING_OR_VALEDICTION","God bless and thank you.","","God bless and thank you.","God bless and thank you.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_FROM_DIRECTIVES","blessing or valediction, not a command"
"3507#0","3507","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think for yourself.","Think for yourself.","Think for yourself.","Think for yourself.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"351#0","351","REMOVE_BLESSING_OR_VALEDICTION","REMOVE_BLESSING_OR_VALEDICTION","Godspeed, Patriots.","","Godspeed, Patriots.","Godspeed, Patriots.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_FROM_DIRECTIVES","blessing or valediction, not a command"
"3514#0","3514","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Stay awake.","Stay awake.","Stay awake.","Stay awake.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3518#0","3518","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Ask yourself a very simple Q -","Ask yourself a very simple Q -","Ask yourself a very simple Q -","Ask yourself a very simple Q -","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3524#0","3524","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Pause, re-read above.","Pause, re-read above.","Pause, re-read above.","Pause, re-read above.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3524#1","3524","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Pause, re-read above (again).","Pause, re-read above (again).","Pause, re-read above (again).","Pause, re-read above (again).","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3528#0","3528","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","DRAIN THE SWAMP!","DRAIN THE SWAMP!","DRAIN THE SWAMP!","DRAIN THE SWAMP!","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"353#0","353","REMOVE_BLESSING_OR_VALEDICTION","REMOVE_BLESSING_OR_VALEDICTION","Godspeed, Q","","Godspeed,","Godspeed,","","","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_FROM_DIRECTIVES","blessing/valediction, Q signature cut into its own span (rule 7)"
"3530#0","3530","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Follow the money.","Follow the money.","Follow the money.","Follow the money.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3530#1","3530","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Follow the family.","Follow the family.","Follow the family.","Follow the family.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3533#0","3533","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think 2020.","Think 2020.","Think 2020.","Think 2020.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"3539#0","3539","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Enjoy the show.","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"354#0","354","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Find the spider(s) and build the web (the 'map').","Find the spider(s) and build the web (the ‘map’).","Find the spider(s) and build the web (the ‘map’).","Find the spider(s) and build the web (the ‘map’).","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
